tube_assembly_id,total weight,NA,,,,,,,,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8
TA-11212,0.014,0.012,0.002,0,0,0,0,0,0,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11213,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11214,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11215,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11216,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11217,7.291,0.03,0.225,4.448,1.678,0.41,0.5,0,0,C-1491,1,C-1588,1,C-1612,1,C-2021,1,C-0890,1,C-0965,1,NA,NA,NA,NA
TA-11218,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11219,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11220,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11221,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11222,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11223,0.34,0.17,0,0,0,0,0,0,0,C-1781,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11224,0.34,0.17,0,0,0,0,0,0,0,C-1781,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11225,0.34,0.17,0,0,0,0,0,0,0,C-1781,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11226,0.55,0.38,0.17,0,0,0,0,0,0,C-1779,1,C-1781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11227,0.55,0.38,0.17,0,0,0,0,0,0,C-1779,1,C-1781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11228,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11229,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11230,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11231,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11232,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11233,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11234,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11235,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11236,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11237,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11238,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11239,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11240,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11241,0.061,0.015,0.006,0.04,0,0,0,0,0,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11242,0.061,0.015,0.006,0.04,0,0,0,0,0,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11243,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11244,0.497,0.044,0.453,0,0,0,0,0,0,C-0699,1,C-0762,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11245,0.586,0.129,0.033,0.424,0,0,0,0,0,C-1625,1,C-1632,1,C-1683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11246,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11247,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11248,0.338,0.012,0.157,0,0,0,0,0,0,C-1629,2,C-0579,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11249,0.591,0.276,0.225,0.09,0,0,0,0,0,C-1452,1,C-1642,1,C-0335,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11250,0.215,0.035,0.129,0.026,0.025,0,0,0,0,C-1624,1,C-1625,1,C-1631,1,C-1635,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-11251,0.215,0.035,0.129,0.026,0.025,0,0,0,0,C-1624,1,C-1625,1,C-1631,1,C-1635,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-11252,0.314,0.129,0.025,0.16,0,0,0,0,0,C-1625,1,C-1635,1,C-1644,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11253,0.314,0.129,0.025,0.16,0,0,0,0,0,C-1625,1,C-1635,1,C-1644,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11254,0.724,0.044,0.68,0,0,0,0,0,0,C-0699,1,C-0751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11255,0.724,0.044,0.68,0,0,0,0,0,0,C-0699,1,C-0751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11256,0.724,0.044,0.68,0,0,0,0,0,0,C-0699,1,C-0751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11257,0.724,0.044,0.68,0,0,0,0,0,0,C-0699,1,C-0751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11258,0.724,0.044,0.68,0,0,0,0,0,0,C-0699,1,C-0751,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11259,1.12,0.56,0,0,0,0,0,0,0,C-1398,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11260,2.725,2.725,0,0,0,0,0,0,0,C-0162,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11261,3.03,0.15,1.44,0,0,0,0,0,0,C-1507,1,C-2019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11262,0.226,0.071,0.037,0.112,0.006,0,0,0,0,C-1426,1,C-0270,1,C-0366,1,C-0915,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-11263,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11264,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11265,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11266,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11267,0.076,0.032,0.006,0,0,0,0,0,0,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11268,0.366,0.078,0.288,0,0,0,0,0,0,C-0420,1,C-0421,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11269,0.38,0.09,0.29,0,0,0,0,0,0,C-0043,1,C-0340,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11270,0.38,0.09,0.29,0,0,0,0,0,0,C-0043,1,C-0340,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11271,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11272,0.1,0.05,0,0,0,0,0,0,0,C-1639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11273,0.208,0.104,0,0,0,0,0,0,0,C-1640,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11274,0.11,0.009,0.046,0,0,0,0,0,0,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11275,0.11,0.009,0.046,0,0,0,0,0,0,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11276,0.066,0.032,0.001,0,0,0,0,0,0,C-1476,2,C-2036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11277,0.08,0.079,0.001,0,0,0,0,0,0,C-1466,1,C-2037,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11278,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11279,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11280,0.118,0.04,0.078,0,0,0,0,0,0,C-1638,1,C-1761,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11281,0.118,0.04,0.078,0,0,0,0,0,0,C-1638,1,C-1761,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11282,0.047,0.047,0,0,0,0,0,0,0,C-1469,1,C-1477,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11283,0.061,0.015,0.006,0.04,0,0,0,0,0,C-1621,1,C-1628,1,C-1638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11284,0.277,0.044,0.018,0.215,0,0,0,0,0,C-1623,1,C-1630,1,C-0045,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11285,0.162,0.129,0.033,0,0,0,0,0,0,C-1625,1,C-1632,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11286,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11287,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11288,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11289,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11290,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11291,2.911,2.192,0.719,0,0,0,0,0,0,C-1331,1,C-1770,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11292,2.488,1.316,1.172,0,0,0,0,0,0,C-1783,1,C-0016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11293,2.488,1.316,1.172,0,0,0,0,0,0,C-1783,1,C-0016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11294,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11295,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11296,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11297,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11298,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11299,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11300,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11301,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11302,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11303,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11304,0.371,0.371,0,0,0,0,0,0,0,C-1792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11305,0.22,0.22,0,0,0,0,0,0,0,C-1649,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11306,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11307,2.266,0.022,2.178,0,0,0,0,0,0,C-1898,4,C-0863,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11308,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11309,0.173,0.036,0.012,0.125,0,0,0,0,0,C-1622,1,C-1629,1,C-2004,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11310,2.266,0.022,2.178,0,0,0,0,0,0,C-1898,4,C-0863,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11311,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11312,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11313,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11314,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11315,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11316,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11317,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11318,0.062,0.044,0.018,0,0,0,0,0,0,C-1623,1,C-1630,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11319,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11320,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11321,0.577,0.035,0.222,0.32,0,0,0,0,0,C-1866,1,C-1867,1,C-0485,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11322,0.577,0.035,0.222,0.32,0,0,0,0,0,C-1866,1,C-1867,1,C-0485,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11323,0.577,0.035,0.222,0.32,0,0,0,0,0,C-1866,1,C-1867,1,C-0485,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11324,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11325,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11326,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11327,0.1,0.05,0,0,0,0,0,0,0,C-1639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11328,0.014,0.012,0.002,0,0,0,0,0,0,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11329,0.014,0.012,0.002,0,0,0,0,0,0,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11330,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11331,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11332,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11333,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11334,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11335,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11336,0.45,0.225,0,0,0,0,0,0,0,C-1642,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11337,0.387,0.129,0.033,0.225,0,0,0,0,0,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11338,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11339,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11340,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11341,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11342,2.266,0.022,2.178,0,0,0,0,0,0,C-1898,4,C-0863,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11343,0.09,0.045,0,0,0,0,0,0,0,C-1885,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11344,0.1,0.05,0,0,0,0,0,0,0,C-1639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11345,0.08,0.04,0,0,0,0,0,0,0,C-1638,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11346,0.09,0.045,0,0,0,0,0,0,0,C-1885,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11347,0.1,0.05,0,0,0,0,0,0,0,C-1639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11348,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11349,0.324,0.129,0.033,0,0,0,0,0,0,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11350,0.324,0.129,0.033,0,0,0,0,0,0,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11351,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11352,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11353,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11354,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11355,0.024,0.019,0.005,0,0,0,0,0,0,C-1243,1,C-1244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11356,0.024,0.019,0.005,0,0,0,0,0,0,C-1243,1,C-1244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11357,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11358,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11359,0.076,0.032,0.006,0,0,0,0,0,0,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11360,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11361,1.923,0.03,0.278,0.295,0.088,1.232,0,0,0,C-1595,1,C-0202,1,C-0203,1,C-0204,1,C-0870,1,NA,NA,NA,NA,NA,NA
TA-11362,0,0,0,0,0,0,0,0,0,C-0811,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11363,0.124,0.044,0.018,0,0,0,0,0,0,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11364,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11365,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11366,0.014,0.012,0.002,0,0,0,0,0,0,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11367,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11368,0.014,0.012,0.002,0,0,0,0,0,0,C-1845,1,C-1846,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11369,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11370,0.028,0.012,0.002,0,0,0,0,0,0,C-1845,2,C-1846,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11371,0.64,0.129,0.033,0.478,0,0,0,0,0,C-1625,1,C-1632,1,C-1995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11372,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11373,0.434,0.18,0.254,0,0,0,0,0,0,C-1860,1,C-0745,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11374,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11375,0.076,0.032,0.006,0,0,0,0,0,0,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11376,0.038,0.032,0.006,0,0,0,0,0,0,C-0448,1,C-0449,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11377,0.038,0.032,0.006,0,0,0,0,0,0,C-0448,1,C-0449,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11378,0.192,0.083,0.013,0,0,0,0,0,0,C-1848,2,C-0001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11379,0.076,0.032,0.006,0,0,0,0,0,0,C-0448,2,C-0449,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11380,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11381,0.033,0.033,0,0,0,0,0,0,0,C-1355,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11382,0.27,0.026,0.109,0,0,0,0,0,0,C-1631,2,C-0580,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11383,0.324,0.129,0.033,0,0,0,0,0,0,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11384,0.324,0.129,0.033,0,0,0,0,0,0,C-1625,2,C-1632,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11385,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11386,0.1,0.05,0,0,0,0,0,0,0,C-1639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-11387,0.1,0.05,0,0,0,0,0,0,0,C-1639,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
