tube_assembly_id,quantity,cost
TA-11964,No,1,19.7303628361423
TA-11965,Yes,1,18.1863200592022
TA-11966,No,1,6.7826599823061
TA-11968,No,12,65.751183766129
TA-11969,No,1,4.87138540976948
TA-11972,No,1,11.6707377464209
TA-11974,Yes,1,29.5844160179832
TA-11974,Yes,1,29.5844160179832
TA-11974,Yes,6,7.16658413224796
TA-11974,Yes,6,7.16658413224796
TA-11974,Yes,20,3.03244437272914
TA-11974,Yes,20,3.03244437272914
TA-11976,No,20,3.25222703827557
TA-11980,No,1,4.89920600034498
TA-11981,No,1,25.9065339439026
TA-11982,No,1,44.2681237237304
TA-11983,Yes,4,37.5494510997479
TA-11983,Yes,25,11.7208148094568
TA-11983,Yes,35,10.8889791512494
TA-11983,Yes,50,10.2685799814158
TA-11986,Yes,1,26.2848939757293
TA-11986,Yes,6,10.6580682494728
TA-11986,Yes,20,7.77585506585134
TA-11987,Yes,1,31.3259849880093
TA-11987,Yes,6,7.07477618334882
TA-11987,Yes,20,2.60400727786649
TA-11988,No,100,1.52178630447967
TA-11990,No,1,1.41328600123523
TA-11992,Yes,1,37.301847843626
TA-11992,Yes,6,8.95823016530995
TA-11992,Yes,20,3.73074119617411
TA-11994,No,42,11.1338003483138
TA-11997,Yes,1,32.5055780284104
TA-11997,Yes,6,8.79687073997207
TA-11997,Yes,20,4.42347390150398
TA-12000,Yes,1,27.8456291070147
TA-12000,Yes,6,6.29023552911981
TA-12000,Yes,20,2.31189107682378
TA-12002,No,1,11.2172621200403
TA-12004,No,200,1.64419690301186
TA-12009,Yes,4,14.2107576659637
TA-12009,Yes,4,14.2107576659637
TA-12014,No,1,1.764381854298
TA-12016,No,1,1.54237354150554
TA-12021,Yes,1,35.9163824329663
TA-12021,Yes,6,7.57276475465021
TA-12021,Yes,20,2.34527578551437
TA-12027,No,40,22.6431786693968
TA-12030,Yes,5,30.7055858181757
TA-12030,Yes,19,6.45715907257279
TA-12030,Yes,20,1.98360810803292
TA-12033,No,1,4.39008919281338
TA-12035,No,1,0.984848906372584
TA-12038,Yes,1,38.4675305887393
TA-12038,Yes,6,10.1239129104233
TA-12038,Yes,20,4.89642394128743
TA-12040,No,2,80.9634826928106
TA-12042,Yes,1,31.0116123145062
TA-12042,Yes,6,7.77585506585134
TA-12042,Yes,20,2.63182786844199
TA-12043,No,1,51.696221407388
TA-12044,Yes,1,46.6050533320721
TA-12044,Yes,2,21.5665218141251
TA-12044,Yes,4,13.523589078749
TA-12044,Yes,5,9.95142524885518
TA-12045,No,3,26.9943190354045
TA-12049,Yes,25,9.46456491378399
TA-12049,Yes,50,8.05684303066385
TA-12049,Yes,75,7.58945710899551
TA-12049,Yes,100,7.35298208910379
TA-12054,Yes,1,30.2966231367159
TA-12054,Yes,2,18.4367053743817
TA-12054,Yes,5,11.3201983051696
TA-12054,Yes,10,8.9498839881373
TA-12054,Yes,25,7.52546975067187
TA-12054,Yes,50,7.11928912826961
TA-12054,Yes,100,6.93010911235624
TA-12054,Yes,250,6.81882675005425
TA-12059,No,1,6.73814703738531
TA-12065,Yes,1,38.1531579152362
TA-12065,Yes,6,9.80954023692015
TA-12065,Yes,20,4.58205126778431
TA-12066,No,35,6.46550524974544
TA-12067,No,350,3.09921379011034
TA-12068,No,150,2.75423846697418
TA-12069,No,250,4.16474240915186
TA-12070,No,150,4.33166595260484
TA-12072,No,50,5.85623431614206
TA-12075,Yes,1,12.9421387357211
TA-12076,No,1,6.90785263989584
TA-12077,Yes,1,8.57430601536809
TA-12077,Yes,1,13.7183332127774
TA-12084,Yes,1,40.5429466456714
TA-12084,Yes,6,12.1965469082978
TA-12084,Yes,20,6.96905793916193
TA-12090,Yes,5,30.8057399442475
TA-12090,Yes,19,7.09703265580922
TA-12090,Yes,20,2.72363581734113
TA-12091,Yes,5,36.6508460241594
TA-12091,Yes,19,8.30444628678578
TA-12091,Yes,20,3.07695731764994
TA-12092,Yes,5,36.6508460241594
TA-12092,Yes,19,8.30444628678578
TA-12092,Yes,20,3.07695731764994
TA-12093,Yes,5,36.6619742603896
TA-12093,Yes,19,8.31557452301597
TA-12093,Yes,20,3.08808555388014
TA-12096,Yes,1,31.3538055785848
TA-12096,Yes,6,7.64231623108895
TA-12096,Yes,20,3.26891939262087
TA-12102,Yes,1,31.4317032321962
TA-12102,Yes,6,7.18327648659326
TA-12102,Yes,20,2.70972552205338
TA-12103,Yes,1,31.0728176137723
TA-12103,Yes,6,6.8216088091118
TA-12103,Yes,20,2.35083990362947
TA-12104,Yes,1,38.7819032622425
TA-12104,Yes,6,10.4382855839264
TA-12104,Yes,20,5.21079661479054
TA-12107,Yes,1,41.2301152328862
TA-12107,Yes,6,12.8837154955125
TA-12107,Yes,20,7.6562265263767
TA-12109,No,10,9.33380813807915
TA-12110,No,1,5.5001307567757
TA-12112,No,1,1.35208070196914
TA-12113,No,1,1.52456836353722
TA-12118,No,1,6.61573643885312
TA-12119,No,10,22.5903195473033
TA-12120,No,1,1.50231189107682
TA-12122,No,45,3.55268941649093
TA-12123,No,6,3.08808555388014
TA-12124,Yes,5,24.6852100176383
TA-12124,Yes,19,4.96319335866862
TA-12124,Yes,20,1.32426011139364
TA-12126,Yes,1,25.0607879904075
TA-12126,Yes,6,5.33598927238027
TA-12126,Yes,20,1.69983808416285
TA-12130,No,1,5.53629752452385
TA-12131,No,55,4.38730713375583
TA-12132,No,1,2.1338392971406
TA-12133,No,1,2.74311023074398
TA-12135,No,30,2.14218547431325
TA-12137,No,1,1.76660750154404
TA-12138,No,1,1.95022339934232
TA-12139,No,1,3.03800849084424
TA-12142,No,20,5.67540047740133
TA-12143,No,20,5.17462984704239
TA-12145,Yes,1,30.6499446370248
TA-12145,Yes,6,7.35854620721889
TA-12145,Yes,20,2.21730106886709
TA-12147,No,85,3.69179236936842
TA-12148,No,75,4.62656421270511
TA-12149,No,1,4.37339683846809
TA-12151,Yes,1,32.1105256422383
TA-12151,Yes,6,8.39903629474246
TA-12151,Yes,20,4.02563945627438
TA-12153,No,1,6.89394234460809
TA-12154,No,1,5.29425838651703
TA-12160,No,1,3.50261235345504
TA-12162,No,1,139.083478464081
TA-12164,No,20,2.99349554592345
TA-12165,Yes,1,22.092330976002
TA-12165,Yes,2,14.085565008374
TA-12165,Yes,3,11.4676474352198
TA-12165,Yes,5,7.92608625495902
TA-12165,Yes,10,6.56287731675968
TA-12166,No,4,11.200569765695
TA-12169,No,1,7.11928912826961
TA-12170,Yes,1,21.6082526999883
TA-12170,Yes,6,4.6877695119712
TA-12170,Yes,20,1.56629924940047
TA-12172,No,1,91.1986779655359
TA-12176,No,1,5.77555460347312
TA-12177,No,1,11.6011862699821
TA-12178,No,1,6.20120963927822
TA-12181,No,1,64.7579886825838
TA-12184,No,1,7.27786649454995
TA-12186,No,1,11.6735198054784
TA-12190,Yes,1,36.7816027998642
TA-12190,Yes,6,9.70382199273326
TA-12190,Yes,20,3.69179236936842
TA-12191,Yes,6,27.9652576464893
TA-12191,Yes,25,14.1829370753882
TA-12191,Yes,50,12.2883548571969
TA-12191,Yes,75,11.7764559906078
TA-12191,Yes,100,11.5205065573132
TA-12192,Yes,1,37.10432165054
TA-12192,Yes,6,10.0738358473874
TA-12192,Yes,20,4.06458828308007
TA-12193,Yes,1,37.0959754733673
TA-12193,Yes,6,8.74957573599372
TA-12193,Yes,20,3.52208676685789
TA-12194,No,1,9.98480995754578
TA-12196,No,15,17.4935873538723
TA-12198,No,1,12.0498137411461
TA-12199,No,1,7.50402035354406
TA-12200,No,1,4.05067798779232
TA-12203,No,1,17.1903429165994
TA-12206,No,1,10.4800164697896
TA-12207,No,20,7.13598148261491
TA-12209,No,75,10.4744523516745
TA-12216,No,37,3.90044679868464
TA-12219,No,1,19.151694552172
TA-12223,No,1,5.44727163468226
TA-12224,No,200,1.41328600123523
TA-12225,No,20,1.83615897798278
TA-12226,No,5,12.8698052002248
TA-12227,No,1,11.3591471319753
TA-12230,No,1,13.9603723507843
TA-12233,Yes,1,30.8363425938806
TA-12233,Yes,6,7.57276475465021
TA-12233,Yes,20,2.43151961629841
TA-12235,No,100,13.047856979908
TA-12238,Yes,1,12.0518798373052
TA-12239,No,70,4.04511386967723
TA-12240,No,20,6.33196641498306
TA-12241,No,1,5.83675990273921
TA-12243,Yes,1,38.2282735097901
TA-12243,Yes,6,9.88465583147399
TA-12243,Yes,20,4.65716686233815
TA-12248,No,1,1.78608191494689
TA-12250,No,1,2.26459607284543
TA-12254,Yes,1,30.4579825620538
TA-12254,Yes,6,7.14154560073001
TA-12254,Yes,20,1.99751840332067
TA-12255,No,75,2.07819811598961
TA-12256,Yes,5,18.8011551109207
TA-12256,Yes,12,8.9220633975618
TA-12256,Yes,20,6.10105551320643
TA-12257,Yes,1,29.8570578056231
TA-12257,Yes,6,7.97894537705246
TA-12257,Yes,20,3.94217768454789
TA-12260,No,85,3.96999827512338
TA-12264,No,10,1.78329985588934
TA-12265,No,1,1.78608191494689
TA-12269,No,1,9.06951252761194
TA-12270,Yes,5,16.8620599478086
TA-12270,Yes,10,10.3409135169121
TA-12272,Yes,5,17.1513940897937
TA-12272,Yes,10,10.1100026151355
TA-12275,Yes,5,10.107220556078
TA-12275,Yes,10,5.70878518609193
TA-12275,Yes,20,3.50817647157014
TA-12276,No,10,5.60306694190504
TA-12278,No,1,12.4580604597074
TA-12279,No,64,2.46212226593146
TA-12282,Yes,1,3.31621439659921
TA-12282,Yes,1,3.06026496330464
TA-12284,Yes,1,3.3996761683257
TA-12284,Yes,1,3.14094467597358
TA-12285,No,1,2.08098017504716
TA-12288,No,1,20.0864663955086
TA-12292,Yes,1,16.2694813685505
TA-12292,Yes,2,11.7959304040106
TA-12292,Yes,3,9.21417959860452
TA-12292,Yes,4,7.52546975067187
TA-12293,No,1,10.0237587843515
TA-12294,Yes,1,38.4619664706242
TA-12294,Yes,6,10.1183487923082
TA-12294,Yes,20,4.89085982317233
TA-12295,Yes,1,6.97740411633458
TA-12295,Yes,1,6.80213439570895
TA-12300,Yes,1,28.6051312297257
TA-12300,Yes,2,16.7452134673915
TA-12300,Yes,5,9.62870639817942
TA-12300,Yes,10,7.25561002208955
TA-12300,Yes,25,5.83397784368166
TA-12300,Yes,50,5.42501516222186
TA-12300,Yes,100,5.23861720536603
TA-12300,Yes,250,5.12733484306405
TA-12302,Yes,1,37.3964378515827
TA-12302,Yes,6,10.4104649933509
TA-12302,Yes,20,4.39843536998603
TA-12303,Yes,1,37.0653728237343
TA-12303,Yes,6,10.026540843409
TA-12303,Yes,20,4.01451122004418
TA-12306,Yes,1,31.3148567517791
TA-12306,Yes,6,8.1263945071026
TA-12306,Yes,20,2.98236730969325
TA-12314,No,1,10.5316432788235
TA-12315,No,1,191.611535529676
TA-12316,Yes,1,45.2056776261246
TA-12316,Yes,2,23.8923231862366
TA-12316,Yes,5,9.09455105912988
TA-12316,Yes,10,5.49734869771815
TA-12318,Yes,5,8.47136983023876
TA-12318,Yes,10,4.97432159489882
TA-12320,No,10,5.12733484306405
TA-12321,No,10,4.14248593669146
TA-12322,No,10,4.14248593669146
TA-12324,No,20,2.32301931305398
TA-12326,No,1,4.91868041374782
TA-12328,No,1,9.16132047651107
TA-12330,No,20,5.72269548137968
TA-12331,No,20,3.4386249951314
TA-12332,No,20,4.99379600830166
TA-12333,No,35,14.3470785597837
TA-12334,No,1,3.77247208203736
TA-12336,No,1,3.59720236141173
TA-12337,Yes,1,40.3871513384486
TA-12337,Yes,6,12.0435336601325
TA-12337,Yes,20,6.8160446909967
TA-12341,No,1,7.58389299088041
TA-12342,Yes,2,15.0425933241711
TA-12342,Yes,4,13.5374993740367
TA-12342,Yes,6,7.75638065244849
TA-12342,Yes,8,7.18049442753571
TA-12343,Yes,1,3.49426617628239
TA-12343,Yes,1,3.26891939262087
TA-12344,No,1,6.69641615152206
TA-12345,No,1,6.69641615152206
TA-12347,No,1,89.9690078620989
TA-12350,No,1,9.18079488991392
TA-12352,No,1,32.5500909733312
TA-12354,No,1,1.88623604101868
TA-12355,No,1,2.84604641587332
TA-12356,No,35,7.28621267172259
TA-12358,No,32,34.4057243647168
TA-12361,No,40,34.1303005180194
TA-12364,No,70,1.99751840332067
TA-12365,No,70,3.05748290424709
TA-12366,Yes,1,31.0227405507364
TA-12366,Yes,6,6.77153174607591
TA-12366,Yes,20,2.29519872247848
TA-12369,Yes,1,29.5760698408106
TA-12369,Yes,6,7.69795741223995
TA-12369,Yes,20,3.66397177879292
TA-12371,Yes,1,37.4548610917913
TA-12371,Yes,6,9.10846135441763
TA-12371,Yes,20,3.88097238528179
TA-12378,Yes,1,8.08466362123935
TA-12378,Yes,1,7.81202183359948
TA-12382,No,1,11.7903662858955
TA-12383,No,1,33.8687869666097
TA-12389,Yes,1,31.9630765121882
TA-12389,Yes,6,8.25158716469233
TA-12389,Yes,20,3.88097238528179
TA-12390,Yes,1,31.9102173900948
TA-12390,Yes,6,8.19872804259889
TA-12390,Yes,20,3.8253312041308
TA-12393,No,1,4.92980864997802
TA-12394,No,35,30.5219699203775
TA-12395,No,1,4.38730713375583
TA-12396,No,1,4.73784657500709
TA-12398,No,1,7.97616331799491
TA-12407,No,1,2.68190493147789
TA-12408,Yes,1,3.85593385376385
TA-12408,Yes,1,3.4386249951314
TA-12415,Yes,1,3.20771409335477
TA-12415,Yes,500,1.10725950490477
TA-12416,Yes,1,32.8867201192947
TA-12416,Yes,6,9.17523077179882
TA-12416,Yes,20,4.80461599238829
TA-12417,No,20,2.32858343116908
TA-12419,No,200,2.36753225797477
TA-12421,No,80,1.59133778091841
TA-12422,No,1,93.0737857703243
TA-12423,No,10,65.9097611324093
TA-12424,No,10,95.8057677648381
TA-12425,No,40,34.5030964317311
TA-12428,Yes,1,22.4067036495051
TA-12428,Yes,2,14.3164759101506
TA-12428,Yes,3,11.7764559906078
TA-12428,Yes,5,8.14030480239034
TA-12428,Yes,10,6.81882675005425
TA-12430,No,20,5.74773401289763
TA-12431,No,1,23.383206378705
TA-12434,Yes,1,33.3986189858838
TA-12434,Yes,6,9.68712963838796
TA-12434,Yes,20,5.31373279991988
TA-12435,Yes,1,33.2734263282941
TA-12435,Yes,6,9.56193698079823
TA-12435,Yes,20,5.18854014233014
TA-12436,Yes,1,33.5683245883944
TA-12436,Yes,6,9.85683524089849
TA-12436,Yes,20,5.48343840243041
TA-12439,Yes,1,31.3593696966999
TA-12439,Yes,6,7.64788034920405
TA-12439,Yes,20,3.27726556979351
TA-12441,Yes,1,31.6320114843398
TA-12441,Yes,6,7.92052213684392
TA-12441,Yes,20,3.54712529837583
TA-12443,No,1,16.6255849279168
TA-12444,No,12,3.23831674298782
TA-12447,Yes,3,12.1742904358374
TA-12447,Yes,5,8.48806218458405
TA-12447,Yes,10,7.16658413224796
TA-12447,Yes,20,6.50445407655114
TA-12448,Yes,3,11.0447744584722
TA-12448,Yes,5,7.53659798690207
TA-12448,Yes,10,6.21511993456597
TA-12448,Yes,20,5.5557719379267
TA-12449,Yes,1,17.1180093811031
TA-12449,Yes,2,11.1727491751195
TA-12449,Yes,3,9.19192312614412
TA-12449,Yes,5,6.43490260011239
TA-12449,Yes,10,5.44170751656716
TA-12449,Yes,20,4.94650100432332
TA-12450,Yes,1,13.0868058067137
TA-12450,Yes,3,10.446631761099
TA-12450,Yes,5,7.03304529748557
TA-12450,Yes,10,5.71156724514948
TA-12450,Yes,20,5.04943718945266
TA-12451,Yes,3,8.86085809829571
TA-12451,Yes,5,6.15113257624233
TA-12451,Yes,10,5.16071955175464
TA-12451,Yes,20,4.66273098045325
TA-12452,Yes,1,21.4302009203051
TA-12452,Yes,2,13.5013326062886
TA-12452,Yes,3,10.8611585606739
TA-12452,Yes,5,7.39193091590948
TA-12452,Yes,10,6.07045286357339
TA-12452,Yes,20,5.40832280787657
TA-12453,No,1,72.0330731180761
TA-12454,No,1,72.2639840198528
TA-12456,No,16,5.24974544159623
TA-12457,No,1,5.00770630358941
TA-12458,No,1,1.69983808416285
TA-12460,Yes,1,37.0069495835258
TA-12460,Yes,6,8.66054984615213
TA-12460,Yes,20,3.4330608770163
TA-12461,Yes,1,31.4567417637142
TA-12461,Yes,6,7.20553295905365
TA-12461,Yes,20,2.73476405357133
TA-12462,No,1,20.2533899389616
TA-12467,No,1,14.4917456307763
TA-12468,Yes,150,2.08098017504716
TA-12468,Yes,200,1.93074898593947
TA-12468,Yes,250,1.74435102908365
TA-12469,Yes,1,35.5936635822905
TA-12469,Yes,6,8.33504893641882
TA-12469,Yes,20,2.32301931305398
TA-12470,Yes,1,410.356493047634
TA-12470,Yes,2,214.95022896346
TA-12470,Yes,3,146.987308246579
TA-12470,Yes,4,115.127167919521
TA-12471,No,1,68.2244342682906
TA-12473,No,5,15.5850948403933
TA-12475,No,1,12.3662525108083
TA-12476,No,1,12.4803169321678
TA-12477,No,1,17.9081141534473
TA-12478,No,1,17.7857035549151
TA-12479,No,1,17.9081141534473
TA-12481,No,95,3.96443415700828
TA-12484,Yes,1,32.2357182998281
TA-12484,Yes,6,8.5242289523322
TA-12484,Yes,20,4.15083211386411
TA-12485,Yes,1,31.8072812049654
TA-12485,Yes,6,9.31155166561876
TA-12485,Yes,20,4.2843709486265
TA-12486,Yes,5,32.285795362864
TA-12486,Yes,19,8.57430601536809
TA-12486,Yes,20,4.20369123595756
TA-12487,Yes,5,32.402641843281
TA-12487,Yes,19,8.69393455484273
TA-12487,Yes,20,4.32053771637464
TA-12488,Yes,1,36.9346160480295
TA-12488,Yes,6,9.87630965430134
TA-12488,Yes,20,3.8642800309365
TA-12490,Yes,1,30.8919837750316
TA-12490,Yes,6,6.64077497037107
TA-12490,Yes,20,2.17000606488875
TA-12491,Yes,1,31.4066647006783
TA-12491,Yes,6,8.22933069223193
TA-12491,Yes,20,3.08808555388014
TA-12492,Yes,1,36.2919604057355
TA-12492,Yes,6,7.94834272741942
TA-12492,Yes,20,2.72085375828358
TA-12493,Yes,1,38.0752602616248
TA-12493,Yes,6,11.1894415294648
TA-12493,Yes,20,5.17741190609994
TA-12494,Yes,1,34.8480717548672
TA-12494,Yes,6,11.1365824073713
TA-12494,Yes,20,6.76318556890326
TA-12500,No,1,2.41204520289557
TA-12503,No,1,7.56441857747756
TA-12504,No,1,6.84108322251465
TA-12507,No,80,3.03244437272914
TA-12508,No,10,15.9093475793304
TA-12509,No,10,15.9093475793304
TA-12510,No,1,11.4597191233175
TA-12514,No,7,11.4565191989896
TA-12518,No,1,2.19782665546424
TA-12520,No,1,3.28282968790861
TA-12523,Yes,1,5.1412451383518
TA-12523,Yes,1,5.39719457164637
TA-12529,No,95,2.5650584510608
TA-12530,Yes,1,1.78886397400444
TA-12531,Yes,1,9.09455105912988
TA-12531,Yes,480,4.93259070903557
TA-12534,No,1,9.45900079566889
TA-12536,No,1,14.3498606188412
TA-12537,No,1,13.9492441145541
TA-12538,No,1,8.31835658207352
TA-12539,No,5,3.96721621606583
TA-12540,Yes,1,8.4852801255265
TA-12544,No,1,40.2174457359381
TA-12546,Yes,1,30.4357260895934
TA-12546,Yes,6,7.11094295109697
TA-12546,Yes,20,1.96969781274517
TA-12547,No,20,4.85191099636663
TA-12548,No,1,4.2176015312453
TA-12553,No,1,1.77495367871669
TA-12554,No,1,1.77495367871669
TA-12556,No,45,13.4150887755045
TA-12558,Yes,1,11.2895956555366
TA-12558,Yes,2,7.32237943947074
TA-12558,Yes,3,6.00368344619219
TA-12558,Yes,5,4.15639623197921
TA-12558,Yes,10,3.49426617628239
TA-12558,Yes,20,3.16598320749153
TA-12563,No,1,22.2509083422823
TA-12564,No,1,7.46426445140577
TA-12573,No,48,4.13692181857636
TA-12574,No,10,19.1099636663087
TA-12576,No,1,1.40493982406258
TA-12577,No,1,1.73322279285345
TA-12578,Yes,1,1.76382544248649
TA-12578,Yes,7,1.88623604101868
TA-12586,No,1,17.5937414799441
TA-12588,Yes,1,37.4632072689639
TA-12588,Yes,6,9.11680753159028
TA-12588,Yes,20,3.89210062151199
TA-12589,No,1,14.3498606188412
TA-12591,Yes,1,40.7822037246207
TA-12591,Yes,167,19.4493748713298
TA-12596,No,2,46.6718227494533
TA-12599,No,1,33.4681704623226
TA-12600,Yes,1,30.5414443337803
TA-12600,Yes,6,7.23335354962915
TA-12600,Yes,20,2.09210841127735
TA-12601,Yes,1,36.6035510201811
TA-12601,Yes,6,8.25715128280743
TA-12601,Yes,20,3.02966231367159
TA-12603,Yes,1,36.0332289133834
TA-12603,Yes,6,8.83860162583531
TA-12603,Yes,20,2.82935406152802
TA-12607,Yes,1,31.7516400238144
TA-12607,Yes,6,8.04015067631856
TA-12607,Yes,20,3.66675383785047
TA-12611,Yes,1,26.7745363698581
TA-12611,Yes,2,20.8264941048169
TA-12611,Yes,3,18.8456680558415
TA-12611,Yes,5,14.3804632684743
TA-12611,Yes,10,13.3900502439866
TA-12611,Yes,20,12.8948437317427
TA-12612,Yes,1,24.2762473361785
TA-12612,Yes,2,20.3090311201126
TA-12612,Yes,3,18.9903351268341
TA-12612,Yes,5,14.9424391980993
TA-12612,Yes,10,14.28309120146
TA-12612,Yes,20,13.9520261736116
TA-12613,Yes,1,24.2762473361785
TA-12613,Yes,2,20.3090311201126
TA-12613,Yes,3,18.9903351268341
TA-12613,Yes,5,14.9424391980993
TA-12613,Yes,10,14.28309120146
TA-12613,Yes,20,13.9520261736116
TA-12616,Yes,1,30.7723552355569
TA-12616,Yes,6,8.1208303889875
TA-12616,Yes,20,3.09364967199524
TA-12617,Yes,1,30.6944575819455
TA-12617,Yes,6,8.03180449914591
TA-12617,Yes,20,3.0018417230961
TA-12618,Yes,1,30.6749831685427
TA-12618,Yes,6,8.00676596762796
TA-12618,Yes,20,2.9795852506357
TA-12619,Yes,1,36.7871669179793
TA-12619,Yes,6,9.70660405179081
TA-12619,Yes,20,3.69457442842597
TA-12634,No,1,13.9102952877484
TA-12635,Yes,150,1.77773573777424
TA-12635,Yes,200,1.7248766156808
TA-12635,Yes,250,1.69427396604775
TA-12636,No,1,6.57122349393233
TA-12638,No,40,28.1766941348631
TA-12641,Yes,1,31.5429855944982
TA-12641,Yes,6,8.38512599945472
TA-12641,Yes,20,3.24388086110292
TA-12642,No,44,3.77247208203736
TA-12643,No,32,2.9462005419451
TA-12644,No,30,2.11992900185285
TA-12647,No,1,61.5308001758261
TA-12648,No,1,64.5242957217496
TA-12649,Yes,1,36.8650645715907
TA-12649,Yes,6,13.1535752240949
TA-12649,Yes,20,8.78296044468432
TA-12651,Yes,1,31.8629223861164
TA-12651,Yes,6,7.61171358145591
TA-12651,Yes,20,3.14094467597358
TA-12652,No,1,2.21730106886709
TA-12653,No,1,1.91127457253663
TA-12658,No,1,4.75175687029484
TA-12661,No,1,1.92518486782437
TA-12662,No,1,4.42069184244643
TA-12665,No,12,8.93040957473445
TA-12669,Yes,5,25.8675851170969
TA-12669,Yes,19,6.14556845812723
TA-12669,Yes,20,2.50663521085226
TA-12670,No,40,2.35083990362947
TA-12688,Yes,5,25.5198277349032
TA-12688,Yes,19,5.79502901687597
TA-12688,Yes,20,2.15887782865855
TA-12696,No,1,47.6399793014806
TA-12697,No,1,17.4824591176421
TA-12698,Yes,1,13.3288449447205
TA-12698,Yes,2,9.36719284676975
TA-12698,Yes,3,8.04571479443366
TA-12698,Yes,5,5.82284960745147
TA-12698,Yes,10,5.16071955175464
TA-12698,Yes,20,4.83243658296378
TA-12703,Yes,1,34.9064949950758
TA-12703,Yes,6,11.1950056475799
TA-12703,Yes,20,6.8216088091118
TA-12707,Yes,1,2.64017404561464
TA-12708,Yes,1,1.79164603306199
TA-12709,Yes,1,2.19782665546424
TA-12710,Yes,1,1.94187722216967
TA-12711,No,1,58.862805539636
TA-12715,No,1,4.77957746087034
TA-12717,No,1,9.45065461849624
TA-12718,No,1,9.50351374058968
TA-12719,Yes,1,4.11188328705842
TA-12719,Yes,1,3.69457442842597
TA-12720,No,1,10.9167997418249
TA-12721,Yes,1,7.24448178585935
TA-12721,Yes,2,6.05097845017054
TA-12721,Yes,4,5.65870812305604
TA-12721,Yes,5,4.46798684642478
TA-12721,Yes,5,5.90352932012041
TA-12723,No,10,5.40832280787657
TA-12724,No,10,4.58483332684186
TA-12728,Yes,1,99.1664951063581
TA-12728,Yes,60,4.256550358051
TA-12728,Yes,125,3.69735648748352
TA-12728,Yes,150,3.61111265669948
TA-12728,Yes,200,3.50539441251259
TA-12730,Yes,40,4.08128063742537
TA-12730,Yes,50,3.70570266465617
TA-12730,Yes,75,3.20493203429722
TA-12731,Yes,1,4.6488206851655
TA-12731,Yes,1,4.37617889752564
TA-12734,Yes,1,40.5846775315346
TA-12734,Yes,6,12.1297774909166
TA-12734,Yes,20,6.88281410837789
TA-12737,No,7,5.89796520200531
TA-12738,No,7,5.89796520200531
TA-12739,No,1,100.994307907168
TA-12741,No,15,6.70476232869471
TA-12742,No,1,5.516823111121
TA-12746,No,1,41.8143476349716
TA-12874,No,1,4.2843709486265
TA-12894,No,1,2.09767252939245
TA-12895,No,1,7.48095680575107
TA-12896,No,1,7.48095680575107
TA-12898,No,1,5.60306694190504
TA-12903,No,1,7.67570093977955
TA-12905,No,1,2.5261096242551
TA-12912,Yes,1,25.2332756519755
TA-12912,Yes,6,5.50847693394835
TA-12912,Yes,20,1.86676162761583
TA-12915,Yes,1,14.5557329890999
TA-12916,Yes,1,12.8225101962464
TA-12919,No,1,9.11402547253273
TA-12922,No,80,2.43986579347106
TA-12924,No,70,2.09767252939245
TA-12925,No,70,2.19504459640669
TA-12926,Yes,1,14.6113741702509
TA-12926,Yes,2,8.66889602332478
TA-12926,Yes,3,6.68528791529187
TA-12926,Yes,5,4.3010633029718
TA-12926,Yes,10,3.31065027848411
TA-12926,Yes,20,2.81544376624027
TA-12929,No,1,8.13474068427525
TA-12933,Yes,1,5.02439865793471
TA-12933,Yes,8,8.46024159400856
TA-12933,Yes,16,7.19440472282345
TA-12933,Yes,24,6.03150403676769
TA-12933,Yes,32,4.49024331888517
TA-12939,No,1,65.3255287303239
TA-12940,No,1,44.7688943540893
TA-12943,No,1,12.8392025505917
TA-12994,No,1,7.90104772344107
TA-12995,No,1,8.75235779505127
TA-12997,Yes,5,26.2236886764632
TA-13002,Yes,1,32.8644636468343
TA-13002,Yes,6,9.15297429933842
TA-13002,Yes,20,4.78235951992789
TA-13003,Yes,1,31.8072812049654
TA-13003,Yes,6,8.09579185746955
TA-13003,Yes,20,3.72239501900146
TA-13004,Yes,1,38.6594926637103
TA-13004,Yes,6,10.3158749853942
TA-13004,Yes,20,5.08838601625835
TA-13008,Yes,1,6.61295437979557
TA-13008,Yes,1,6.10661963132153
TA-13011,No,1,21.1102641286869
TA-13013,No,1,8.38512599945472
TA-13014,No,1,31.2258308619375
TA-13016,No,1,6.01481168242239
TA-13017,Yes,1,6.88559616743544
TA-13017,Yes,1,6.08158109980359
TA-13024,Yes,1,24.8883003288394
TA-13024,Yes,2,14.6976180010349
TA-13024,Yes,5,8.58265219254074
TA-13024,Yes,10,6.54618496241438
TA-13024,Yes,25,5.32207897709252
TA-13024,Yes,50,4.98266777207146
TA-13024,Yes,100,4.82687246484868
TA-13024,Yes,250,4.73506451594954
TA-13025,No,1,5.74495195384007
TA-13026,Yes,1,14.7310027097255
TA-13026,Yes,2,10.7665685527172
TA-13026,Yes,3,9.44509050038114
TA-13026,Yes,5,6.99131441162233
TA-13026,Yes,10,6.32918435592551
TA-13026,Yes,20,5.9981193280771
TA-13029,No,1,2.87386700644881
TA-13030,No,1,5.70043900891928
TA-13032,Yes,1,30.9086761293769
TA-13032,Yes,6,6.65746732471637
TA-13032,Yes,20,2.18669841923404
TA-13033,No,1,2.42039138006822
TA-13034,No,1,1.62750454866656
TA-13035,No,1,2.996277604981
