tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-05365,S-0066,2013-08-04,0,0,Yes,1,29.2839536397679
TA-05366,S-0066,2013-07-01,0,0,Yes,1,28.2657200247047
TA-05367,S-0066,2013-08-04,0,0,Yes,1,28.5578362257474
TA-05369,S-0066,2013-08-04,0,0,Yes,1,28.646862115589
TA-05370,S-0066,2013-08-04,0,0,Yes,1,28.6329518203012
TA-05372,S-0066,2013-08-04,0,0,Yes,1,29.208838045214
TA-05375,S-0066,2013-10-01,0,0,Yes,1,28.8221318362146
TA-05377,S-0066,2013-10-01,0,0,Yes,1,29.0029656749553
TA-05378,S-0066,2013-09-01,0,0,Yes,1,28.6719006471069
TA-05379,S-0066,2013-10-01,0,0,Yes,1,28.3630920917189
TA-05388,S-0066,2013-10-01,0,0,Yes,1,27.361550831001
TA-05391,S-0066,2013-08-04,0,0,Yes,1,29.2728254035377
TA-05393,S-0066,2013-08-04,0,0,Yes,1,23.0883081186047
TA-05427,S-0066,2013-08-04,0,0,Yes,1,22.3733189408145
TA-05428,S-0066,2013-08-04,0,0,Yes,1,22.3733189408145
TA-05432,S-0066,2013-08-04,0,0,Yes,1,23.0883081186047
TA-05433,S-0066,2013-10-01,0,0,Yes,1,29.8208910378749
TA-05437,S-0066,2013-08-04,0,0,Yes,1,22.4595627715985
TA-05439,S-0066,2013-08-01,0,0,Yes,1,27.9402191149714
TA-05467,S-0066,2013-10-01,0,0,Yes,1,27.3253840632529
TA-05480,S-0066,2013-10-01,0,0,Yes,1,24.6879920766958
TA-05481,S-0066,2013-10-01,0,0,Yes,1,24.6490432498901
TA-05482,S-0066,2013-10-01,0,0,Yes,1,24.6295688364873
TA-05503,S-0066,2013-10-01,0,0,Yes,1,22.9714616381877
TA-05535,S-0066,2013-10-01,0,0,Yes,1,28.6273877021861
TA-05536,S-0066,2013-06-01,0,0,Yes,1,21.758483889096
TA-05559,S-0066,2013-07-28,0,0,Yes,1,29.3368127618613
TA-05596,S-0066,2013-08-04,0,0,Yes,1,28.8861191945383
TA-05628,S-0066,2013-07-28,0,0,Yes,1,28.28241237905
TA-05629,S-0066,2013-07-28,0,0,Yes,1,28.2935406152802
TA-05638,S-0066,2013-09-01,0,0,Yes,1,29.2144021633291
TA-05644,S-0066,2013-07-14,0,0,Yes,1,21.8614200742253
TA-05648,S-0066,2013-08-04,0,0,Yes,1,28.9501065528619
TA-05649,S-0066,2013-08-04,0,0,Yes,1,22.7433327954686
TA-05651,S-0066,2013-10-01,0,0,Yes,1,24.9606338643357
TA-05657,S-0066,2013-10-01,0,0,Yes,1,22.5402424842675
TA-05660,S-0066,2013-10-01,0,0,Yes,1,17.8496909132387
TA-05663,S-0066,2013-10-01,0,0,Yes,1,28.5021950445964
TA-05667,S-0066,2013-10-01,0,0,Yes,1,28.6552082927616
TA-05668,S-0066,2013-10-01,0,0,Yes,1,28.677464765222
TA-05670,S-0066,2013-09-01,0,0,Yes,1,26.0873677826433
TA-05676,S-0066,2013-08-04,0,0,Yes,1,28.4771565130785
TA-05678,S-0066,2013-08-04,0,0,Yes,1,28.5800926982078
TA-05679,S-0066,2013-08-04,0,0,Yes,1,28.6162594659559
TA-05680,S-0066,2013-08-04,0,0,Yes,1,28.6969391786249
TA-05684,S-0066,2013-08-11,0,0,Yes,1,21.171469427953
TA-05687,S-0066,2013-10-01,0,0,Yes,1,21.9699203774698
TA-05688,S-0066,2013-10-01,0,0,Yes,1,21.9754844955849
TA-05695,S-0066,2002-02-26,0,0,Yes,1,40.5930237087073
TA-05696,S-0066,2013-06-16,0,0,Yes,1,27.9986423551799
TA-05701,S-0066,2013-09-01,0,0,Yes,1,29.0474786198761
TA-05707,S-0066,2013-06-01,0,0,Yes,1,22.1757927477284
TA-05708,S-0066,2013-06-01,0,0,Yes,1,22.2175236335917
TA-05712,S-0066,2013-08-11,0,0,Yes,1,21.3550853257513
TA-05714,S-0066,2013-08-11,0,0,Yes,1,21.6360732905638
TA-05733,S-0066,2013-09-01,0,0,Yes,1,28.1739120758055
TA-05734,S-0066,2013-06-23,0,0,Yes,1,22.8017560356771
TA-05736,S-0066,2013-07-21,0,0,Yes,1,21.9059330191461
TA-05739,S-0066,2013-10-01,0,0,Yes,1,29.5120824824869
TA-05743,S-0066,2013-09-01,0,0,Yes,1,21.6972785898299
TA-05759,S-0066,2013-05-01,0,0,Yes,1,21.4830600423986
TA-05780,S-0066,2013-10-01,0,0,Yes,1,23.24132136677
TA-05782,S-0066,2013-06-01,0,0,Yes,1,28.9723630253223
TA-05783,S-0066,2013-06-01,0,0,Yes,1,28.9389783166317
TA-05814,S-0066,2013-09-01,0,0,Yes,1,22.5819733701307
TA-05815,S-0066,2013-06-01,0,0,Yes,1,22.1090233303473
TA-05816,S-0066,2013-06-01,0,0,Yes,1,28.3269253239708
TA-05817,S-0066,2013-05-01,0,0,Yes,1,27.6981799769645
TA-05844,S-0066,2013-07-01,0,0,Yes,1,28.3519638554887
TA-05846,S-0066,2013-09-01,0,0,Yes,1,29.0363503836459
TA-05848,S-0066,2013-09-01,0,0,Yes,1,29.1865815727536
TA-05850,S-0066,2013-09-01,0,0,Yes,1,29.1949277499263
TA-05852,S-0066,2013-09-01,0,0,Yes,1,25.2110191795151
TA-05864,S-0066,2013-10-01,0,0,Yes,1,29.487043950969
TA-05973,S-0066,2013-07-21,0,0,Yes,1,20.9850714710972
TA-05995,S-0066,2013-09-01,0,0,Yes,1,22.0478180310812
TA-05996,S-0066,2013-09-01,0,0,Yes,1,28.3018867924528
TA-06007,S-0066,2013-10-01,0,0,Yes,1,28.5745285800927
TA-06074,S-0066,2013-07-21,0,0,Yes,1,21.1825976641832
TA-06090,S-0066,2013-07-21,0,0,Yes,1,21.3467391485786
TA-06091,S-0066,2013-07-21,0,0,Yes,1,22.6070119016486
TA-06094,S-0066,2013-07-21,0,0,Yes,1,22.011651263333
TA-06095,S-0066,2013-07-21,0,0,Yes,1,21.4969703376863
TA-06097,S-0066,2013-07-21,0,0,Yes,1,22.1424080390378
TA-06119,S-0066,2013-08-11,0,0,Yes,1,21.5136626920316
TA-06134,S-0066,2013-09-01,0,0,Yes,1,21.7863044796715
TA-06168,S-0066,2013-06-01,0,0,Yes,1,21.8391636017649
TA-06179,S-0066,2013-07-21,0,0,Yes,1,20.9266482308886
TA-06181,S-0066,2013-07-21,0,0,Yes,1,21.8391636017649
TA-06182,S-0066,2013-07-07,0,0,Yes,1,21.3244826761182
TA-06207,S-0066,2013-10-01,0,0,Yes,1,29.2589151082499
TA-06208,S-0066,2013-09-01,0,0,Yes,1,29.2700433444801
TA-06209,S-0066,2013-10-01,0,0,Yes,1,32.0827050516628
TA-06225,S-0066,2013-06-30,0,0,Yes,1,21.0351485341331
TA-06237,S-0066,2013-05-01,0,0,Yes,1,22.0589462673114
TA-06238,S-0066,2013-07-01,0,0,Yes,1,27.6842696816768
TA-06239,S-0066,2013-07-01,0,0,Yes,1,21.6026885818732
TA-06246,S-0066,2013-10-01,0,0,Yes,1,29.0335683245884
TA-06247,S-0066,2013-10-01,0,0,Yes,1,29.2756074625952
TA-06249,S-0066,2013-10-01,0,0,Yes,1,28.9974015568402
TA-06250,S-0066,2013-10-01,0,0,Yes,1,28.9779271434374
TA-06253,S-0066,2013-10-01,0,0,Yes,1,26.2960222119595
TA-06254,S-0066,2013-10-01,0,0,Yes,1,26.4239969286068
TA-06261,S-0066,2013-09-01,0,0,Yes,1,30.3077513729461
TA-06277,S-0066,2013-08-11,0,0,Yes,1,21.7723941843837
TA-06283,S-0066,2013-05-01,0,0,Yes,1,22.1396259799803
TA-06287,S-0066,2013-08-04,0,0,Yes,1,28.844388308675
TA-06290,S-0066,2013-08-04,0,0,Yes,1,28.844388308675
TA-06292,S-0066,2013-08-04,0,0,Yes,1,23.018756642166
TA-06294,S-0066,2013-08-04,0,0,Yes,1,29.0892095057394
TA-06295,S-0066,2013-08-04,0,0,Yes,1,28.8388241905599
TA-06296,S-0066,2013-08-04,0,0,Yes,1,28.646862115589
TA-06297,S-0066,2013-08-04,0,0,Yes,1,23.018756642166
TA-06305,S-0066,2013-06-01,0,0,Yes,1,28.0375911819856
TA-06306,S-0066,2013-06-01,0,0,Yes,1,21.9142791963188
TA-06308,S-0066,2013-06-01,0,0,Yes,1,28.2545917884745
TA-06312,S-0066,2013-06-01,0,0,Yes,1,21.3884700344419
TA-06313,S-0066,2013-06-01,0,0,Yes,1,21.3884700344419
TA-06316,S-0066,2013-08-11,0,0,Yes,1,22.654306905627
TA-06317,S-0066,2013-08-11,0,0,Yes,1,22.6876916143176
TA-06319,S-0066,2013-08-04,0,0,Yes,1,21.7417915347507
TA-06320,S-0066,2013-08-01,0,0,Yes,1,27.528474374454
TA-06321,S-0066,2013-08-01,0,0,Yes,1,27.3698970081737
TA-06323,S-0066,2013-07-21,0,0,Yes,1,21.4997523967439
TA-06336,S-0066,2013-06-23,0,0,Yes,1,22.8740895711734
TA-06339,S-0066,2013-07-14,0,0,Yes,1,20.9266482308886
TA-06342,S-0066,2013-07-21,0,0,Yes,1,22.2175236335917
TA-06343,S-0066,2013-06-30,0,0,Yes,1,21.2716235540248
TA-06344,S-0066,2013-07-21,0,0,Yes,1,21.3578673848088
TA-06364,S-0066,2013-06-01,0,0,Yes,1,21.7779583024988
TA-06365,S-0066,2013-06-01,0,0,Yes,1,21.7779583024988
TA-06368,S-0066,2013-06-01,0,0,Yes,1,22.3983574723324
TA-06369,S-0066,2013-06-01,0,0,Yes,1,21.2159823728738
TA-06371,S-0066,2013-06-01,0,0,Yes,1,22.2175236335917
TA-06372,S-0066,2013-06-01,0,0,Yes,1,22.0756386216567
TA-06376,S-0066,2013-06-01,0,0,Yes,1,21.5887782865855
TA-06388,S-0066,2013-09-01,0,0,Yes,1,29.208838045214
TA-06393,S-0066,2013-09-01,0,0,Yes,1,21.9893947908726
TA-06394,S-0066,2013-08-04,0,0,Yes,1,23.5751684536759
TA-06397,S-0066,2013-09-01,0,0,Yes,1,29.1337224506602
TA-06404,S-0066,2013-09-01,0,0,Yes,1,29.1198121553724
TA-06405,S-0066,2013-09-01,0,0,Yes,1,28.8777730173656
TA-06406,S-0066,2013-09-01,0,0,Yes,1,28.8861191945383
TA-06407,S-0066,2013-09-01,0,0,Yes,1,24.9022106241271
TA-06410,S-0066,2013-09-01,0,0,Yes,1,28.9834912615525
TA-06411,S-0066,2013-09-01,0,0,Yes,1,28.2434635522443
TA-06413,S-0066,2013-08-01,0,0,Yes,1,21.6360732905638
TA-06419,S-0066,2013-10-01,0,0,Yes,1,23.0048463468782
TA-06426,S-0066,2013-10-01,0,0,Yes,1,22.0005230271028
TA-06428,S-0066,2013-08-01,0,0,Yes,1,31.4817802952321
TA-06429,S-0066,2013-08-01,0,0,Yes,1,21.6221629952761
TA-06431,S-0066,2013-05-01,0,0,Yes,1,24.3430167535596
TA-06435,S-0066,2013-09-01,0,0,Yes,1,30.4579825620538
TA-06437,S-0066,2013-09-01,0,0,Yes,1,25.4614044946946
TA-06440,S-0066,2013-09-01,0,0,Yes,1,22.0951130350595
TA-06441,S-0066,2013-09-01,0,0,Yes,1,22.0450359720236
TA-06442,S-0066,2013-09-01,0,0,Yes,1,26.3349710387652
TA-06443,S-0066,2013-09-01,0,0,Yes,1,29.9321734001769
TA-06457,S-0066,2013-09-01,0,0,Yes,1,21.7417915347507
TA-06465,S-0066,2013-10-01,0,0,Yes,1,28.9723630253223
TA-06472,S-0066,2013-09-01,0,0,Yes,1,22.5318963070948
TA-06473,S-0066,2013-10-01,0,0,Yes,1,26.0845857235857
TA-06475,S-0066,2013-09-01,0,0,Yes,1,22.8824357483461
TA-06526,S-0066,2013-03-24,0,0,Yes,1,27.8539752841873
TA-06536,S-0066,2013-06-01,0,0,Yes,1,21.4079444478447
TA-06556,S-0066,2013-07-28,0,0,Yes,1,27.6119361461805
TA-06558,S-0066,2013-08-01,0,0,Yes,1,21.869766251398
TA-06559,S-0066,2013-08-01,0,0,Yes,1,22.0060871452179
TA-06564,S-0066,2013-09-01,0,0,Yes,1,28.4159512138124
TA-06592,S-0066,2013-08-01,0,0,Yes,1,28.3157970877406
TA-06598,S-0066,2013-09-01,0,0,Yes,1,36.0304468543258
TA-06601,S-0066,2013-09-01,0,0,Yes,1,37.3463607885468
TA-06622,S-0066,2013-10-01,0,0,Yes,1,23.0271028193386
TA-06643,S-0066,2013-06-01,0,0,Yes,1,22.4261780629079
TA-06673,S-0066,2013-09-01,0,0,Yes,1,29.0474786198761
TA-06676,S-0066,2013-06-01,0,0,Yes,1,22.1424080390378
TA-06678,S-0066,2013-08-11,0,0,Yes,1,22.209177456419
TA-06680,S-0066,2013-08-11,0,0,Yes,1,21.7417915347507
TA-06683,S-0066,2013-08-11,0,0,Yes,1,21.6444194677365
TA-06687,S-0066,2013-06-01,0,0,Yes,1,21.5581756369524
TA-06694,S-0066,2013-06-01,0,0,Yes,1,21.5581756369524
TA-06725,S-0066,2013-10-01,0,0,Yes,1,29.7040445574579
TA-06726,S-0066,2013-06-01,0,0,Yes,1,21.8113430111894
TA-06727,S-0066,2013-08-01,0,0,Yes,1,21.8029968340168
TA-06730,S-0066,2013-06-01,0,0,Yes,1,27.7120902722523
TA-06755,S-0066,2013-06-01,0,0,Yes,1,21.368995621039
TA-06756,S-0066,2013-07-01,0,0,Yes,1,21.4468932746504
TA-06757,S-0066,2013-07-01,0,0,Yes,1,21.869766251398
TA-06758,S-0066,2013-07-01,0,0,Yes,1,22.1451900980954
TA-06761,S-0066,2013-10-01,0,0,Yes,1,28.9751450843799
TA-06762,S-0066,2013-09-01,0,0,Yes,1,28.1989506073235
TA-06784,S-0066,2013-07-01,0,0,Yes,1,28.9417603756893
TA-06798,S-0066,2013-10-01,0,0,Yes,1,23.3247831384965
TA-06817,S-0066,2013-05-01,0,0,Yes,1,22.2063953973615
TA-06838,S-0066,2013-10-01,0,0,Yes,1,28.6579903518192
TA-06841,S-0066,2013-06-01,0,0,Yes,1,22.1646645114982
TA-06842,S-0066,2013-08-11,0,0,Yes,1,22.2175236335917
TA-06853,S-0066,2013-07-01,0,0,Yes,1,28.393694741352
TA-06855,S-0066,2013-06-01,0,0,Yes,1,28.4298615091001
TA-06862,S-0066,2013-06-01,0,0,Yes,1,27.6175002642956
TA-06882,S-0054,2004-06-14,0,0,Yes,1,15.1427474502429
TA-06883,S-0054,2004-06-14,0,0,Yes,1,15.2540298125449
TA-06886,S-0066,2013-09-01,0,0,Yes,1,24.36527322602
TA-06897,S-0066,2013-07-01,0,0,Yes,1,28.5800926982078
TA-06911,S-0066,2013-06-01,0,0,Yes,1,27.6369746776985
TA-06914,S-0066,2013-06-01,0,0,Yes,1,27.6202823233532
TA-06957,S-0066,2013-07-01,0,0,Yes,1,28.7915291865816
TA-06966,S-0066,2013-08-04,0,0,Yes,1,27.7538211581155
TA-06983,S-0066,2013-10-01,0,0,Yes,1,22.8713075121159
TA-06986,S-0066,2013-09-01,0,0,Yes,1,28.6496441746465
TA-07014,S-0066,2013-06-01,0,0,Yes,1,28.5967850525531
TA-07017,S-0066,2013-06-30,0,0,Yes,1,22.0784206807142
TA-07019,S-0066,2013-06-30,0,0,Yes,1,21.4329829793627
TA-07020,S-0066,2013-06-30,0,0,Yes,1,21.3411750304635
TA-07021,S-0066,2013-06-30,0,0,Yes,1,21.8864586057433
TA-07023,S-0066,2013-06-30,0,0,Yes,1,21.3495212076362
TA-07025,S-0066,2013-07-01,0,0,Yes,1,28.7191956510853
TA-07026,S-0066,2013-08-01,0,0,Yes,1,28.7275418282579
TA-07073,S-0066,2013-06-01,0,0,Yes,1,27.5868976146626
TA-07074,S-0066,2013-10-01,0,0,Yes,1,28.7164135920277
TA-07075,S-0066,2013-10-01,0,0,Yes,1,28.8165677180995
TA-07126,S-0066,2013-10-01,0,0,Yes,1,26.1346627866216
TA-07131,S-0066,2013-10-01,0,0,Yes,1,24.279029395236
TA-07139,S-0066,2013-09-01,0,0,Yes,1,28.9612347890921
TA-07147,S-0066,2013-08-01,0,0,Yes,1,21.5136626920316
TA-07148,S-0066,2013-08-01,0,0,Yes,1,21.5275729873194
TA-07149,S-0066,2013-08-01,0,0,Yes,1,21.4051623887872
TA-07151,S-0066,2013-07-01,0,0,Yes,1,21.4190726840749
TA-07152,S-0066,2013-08-01,0,0,Yes,1,21.4357650384202
TA-07155,S-0066,2013-07-01,0,0,Yes,1,21.5999065228157
TA-07156,S-0066,2013-07-01,0,0,Yes,1,21.6054706409308
TA-07157,S-0066,2013-07-01,0,0,Yes,1,21.4719318061684
TA-07159,S-0066,2013-07-01,0,0,Yes,1,21.5025344558014
TA-07160,S-0066,2013-07-01,0,0,Yes,1,27.6341926186409
TA-07166,S-0066,2013-08-11,0,0,Yes,1,21.1825976641832
TA-07168,S-0066,2013-08-11,0,0,Yes,1,21.8113430111894
TA-07170,S-0066,2013-10-01,0,0,Yes,1,29.2477868720197
TA-07171,S-0066,2013-10-01,0,0,Yes,1,29.1837995136961
TA-07194,S-0066,2013-07-01,0,0,Yes,1,21.6889324126573
TA-07196,S-0066,2013-05-01,0,0,Yes,1,27.6258464414683
TA-07199,S-0066,2013-05-01,0,0,Yes,1,21.7751762434413
TA-07201,S-0066,2013-05-01,0,0,Yes,1,21.6416374086789
TA-07202,S-0066,2013-07-01,0,0,Yes,1,27.4617049570728
TA-07203,S-0066,2013-07-01,0,0,Yes,1,21.3717776800966
TA-07206,S-0066,2013-07-01,0,0,Yes,1,21.3995982706721
TA-07221,S-0066,2013-08-01,0,0,Yes,1,21.758483889096
TA-07229,S-0066,2013-08-11,0,0,Yes,1,21.3244826761182
TA-07243,S-0066,2013-10-01,0,0,Yes,1,30.9003299522042
TA-07249,S-0066,2013-10-01,0,0,Yes,1,29.5705057226955
TA-07256,S-0066,2013-06-01,0,0,Yes,1,21.8502918379951
TA-07272,S-0066,2013-07-01,0,0,Yes,1,27.6926158588495
TA-07285,S-0066,2013-07-01,0,0,Yes,1,28.7414521235457
TA-07287,S-0066,2013-09-01,0,0,Yes,1,27.02213962598
TA-07292,S-0066,2013-10-01,0,0,Yes,1,24.4654273520918
TA-07295,S-0066,2013-09-01,0,0,Yes,1,25.7729951091402
TA-07297,S-0066,2013-09-01,0,0,Yes,1,25.736828341392
TA-07339,S-0066,2013-07-01,0,0,Yes,1,21.3634315029239
TA-07408,S-0066,2013-06-01,0,0,Yes,1,27.9763858827195
TA-07409,S-0066,2013-06-01,0,0,Yes,1,27.7399108628278
TA-07411,S-0066,2013-06-01,0,0,Yes,1,22.234215987937
TA-07452,S-0066,2013-10-01,0,0,Yes,1,23.7587843514742
TA-07507,S-0066,2013-10-01,0,0,Yes,1,28.9667989072072
TA-07524,S-0066,2013-10-01,0,0,Yes,1,28.3185791467981
TA-07534,S-0066,2013-06-01,0,0,Yes,1,27.5117820201087
TA-07535,S-0066,2013-06-01,0,0,Yes,1,27.6258464414683
TA-07569,S-0066,2013-06-16,0,0,Yes,1,27.1584605197999
TA-07579,S-0054,2004-05-20,0,0,Yes,1,14.9480033162144
TA-07600,S-0066,2013-06-01,0,0,Yes,1,27.639756736756
TA-07690,S-0066,2013-10-01,0,0,Yes,1,29.0502606789337
TA-07697,S-0066,2013-07-01,0,0,Yes,1,27.72600056754
TA-07717,S-0066,2013-06-01,0,0,Yes,1,21.2938800264852
TA-07736,S-0066,2013-06-30,0,0,Yes,1,21.5247909282618
TA-07737,S-0066,2013-06-30,0,0,Yes,1,21.6555477039667
TA-07738,S-0066,2013-07-07,0,0,Yes,1,21.616598877161
TA-07743,S-0066,2013-06-01,0,0,Yes,1,24.8354412067459
TA-07770,S-0066,2013-07-28,0,0,Yes,1,22.8573972168281
TA-07771,S-0066,2013-08-01,0,0,Yes,1,28.9055936079411
TA-07774,S-0066,2013-09-01,0,0,Yes,1,25.0802624038103
TA-07799,S-0066,2013-10-01,0,0,Yes,1,26.5853563539447
TA-07801,S-0066,2013-10-01,0,0,Yes,1,26.5853563539447
TA-07802,S-0066,2013-10-01,0,0,Yes,1,27.386589362519
TA-07803,S-0066,2013-10-01,0,0,Yes,1,28.6607724108767
TA-07871,S-0066,2013-06-23,0,0,Yes,1,22.092330976002
TA-07883,S-0066,2013-08-01,0,0,Yes,1,21.8335994836498
TA-07892,S-0066,2013-10-01,0,0,Yes,1,28.3630920917189
TA-07986,S-0066,2013-07-01,0,0,Yes,1,21.3995982706721
TA-07991,S-0066,2013-07-21,0,0,Yes,1,21.060187065651
TA-07993,S-0066,2013-07-21,0,0,Yes,1,21.1019179515143
TA-07994,S-0066,2013-08-01,0,0,Yes,1,22.0700745035416
TA-07996,S-0066,2013-08-01,0,0,Yes,1,22.7767175041592
TA-08007,S-0066,2013-09-01,0,0,Yes,1,28.8082215409269
TA-08008,S-0066,2013-09-01,0,0,Yes,1,28.6524262337041
TA-08009,S-0066,2013-09-01,0,0,Yes,1,28.8861191945383
TA-08011,S-0066,2013-09-01,0,0,Yes,1,28.9055936079411
TA-08015,S-0066,2013-06-01,0,0,Yes,1,21.7306632985205
TA-08016,S-0066,2013-06-01,0,0,Yes,1,22.3649727636418
TA-08019,S-0066,2013-06-01,0,0,Yes,1,22.1757927477284
TA-08020,S-0066,2013-06-01,0,0,Yes,1,21.8113430111894
TA-08021,S-0066,2013-06-01,0,0,Yes,1,21.8085609521319
TA-08024,S-0066,2013-09-01,0,0,Yes,1,28.6802468242796
TA-08025,S-0066,2013-09-01,0,0,Yes,1,29.0864274466818
TA-08030,S-0066,2013-06-01,0,0,Yes,1,22.431742181023
TA-08034,S-0066,2013-06-01,0,0,Yes,1,21.14086677832
TA-08077,S-0066,2013-10-01,0,0,Yes,1,27.948565292144
TA-08080,S-0066,2013-10-01,0,0,Yes,1,23.6530661072873
TA-08083,S-0066,2013-08-01,0,0,Yes,1,28.5578362257474
TA-08100,S-0054,2004-09-13,0,0,Yes,1,15.8299160374576
TA-08101,S-0066,2013-10-01,0,0,Yes,1,25.6867512783561
TA-08102,S-0066,2013-09-01,0,0,Yes,1,22.9992822287631
TA-08103,S-0066,2013-10-01,0,0,Yes,1,26.1430089637943
TA-08161,S-0066,2013-10-01,0,0,Yes,1,29.4592233603935
TA-08162,S-0066,2013-10-01,0,0,Yes,1,29.0307862655308
TA-08164,S-0066,2013-05-01,0,0,Yes,1,28.3519638554887
TA-08169,S-0066,2013-09-01,0,0,Yes,1,22.7906277994469
TA-08173,S-0066,2013-09-01,0,0,Yes,1,25.5865971522843
TA-08193,S-0066,2013-09-01,0,0,Yes,1,30.1797766562989
TA-08195,S-0066,2013-05-01,0,0,Yes,1,28.0014244142375
TA-08205,S-0066,2013-09-01,0,0,Yes,1,24.2595549818332
TA-08228,S-0066,2013-07-01,0,0,Yes,1,27.6063720280654
TA-08229,S-0066,2013-07-01,0,0,Yes,1,21.5275729873194
TA-08230,S-0066,2013-07-01,0,0,Yes,1,21.5943424047006
TA-08237,S-0066,2013-10-01,0,0,Yes,1,25.0830444628679
TA-08248,S-0066,2013-05-01,0,0,Yes,1,28.9111577260562
TA-08249,S-0066,2013-05-01,0,0,Yes,1,28.8388241905599
TA-08265,S-0066,2013-09-01,0,0,Yes,1,25.0218391636018
TA-08268,S-0054,2005-02-21,0,0,Yes,1,10.3464776350272
TA-08289,S-0066,2013-09-01,0,0,Yes,1,22.4345242400806
TA-08291,S-0066,2013-09-01,0,0,Yes,1,22.598665724476
TA-08293,S-0066,2013-07-01,0,0,Yes,1,27.8484111660722
TA-08294,S-0066,2013-07-01,0,0,Yes,1,27.8957061700506
TA-08295,S-0066,2013-06-01,0,0,Yes,1,27.9207447015685
TA-08296,S-0066,2013-07-01,0,0,Yes,1,27.8706676385326
TA-08300,S-0066,2013-07-01,0,0,Yes,1,21.4413291565353
TA-08312,S-0066,2013-09-01,0,0,Yes,1,24.279029395236
TA-08313,S-0066,2013-06-01,0,0,Yes,1,27.639756736756
TA-08317,S-0066,2013-06-01,0,0,Yes,1,21.3467391485786
TA-08324,S-0066,2005-07-14,0,0,Yes,1,119.798245077146
TA-08336,S-0066,2013-08-11,0,0,Yes,1,21.0351485341331
TA-08339,S-0066,2013-07-01,0,0,Yes,1,28.6246056431286
TA-08340,S-0066,2013-07-01,0,0,Yes,1,28.6746827061645
TA-08368,S-0066,2013-09-01,0,0,Yes,1,24.7742359074798
TA-08369,S-0066,2013-09-01,0,0,Yes,1,22.0951130350595
TA-08371,S-0066,2013-09-01,0,0,Yes,1,21.9754844955849
TA-08374,S-0066,2013-06-01,0,0,Yes,1,24.5238505923004
TA-08376,S-0066,2013-10-01,0,0,Yes,1,35.6715612359019
TA-08385,S-0066,2013-10-01,0,0,Yes,1,24.6796458995232
TA-08386,S-0066,2013-10-01,0,0,Yes,1,24.9355953328177
TA-08387,S-0066,2013-08-01,0,0,Yes,1,28.2935406152802
TA-08388,S-0066,2013-07-01,0,0,Yes,1,28.4938488674238
TA-08403,S-0066,2013-09-01,0,0,Yes,1,22.5318963070948
TA-08404,S-0066,2013-09-01,0,0,Yes,1,22.3566265864692
TA-08406,S-0066,2013-06-01,0,0,Yes,1,22.1257156846926
TA-08425,S-0066,2013-10-01,0,0,Yes,1,21.8836765466857
TA-08445,S-0066,2013-07-01,0,0,Yes,1,28.6357338793588
TA-08499,S-0066,2013-10-01,0,0,Yes,1,30.9615352514703
TA-08500,S-0066,2013-10-01,0,0,Yes,1,24.8549156201488
TA-08520,S-0066,2013-09-01,0,0,Yes,1,29.3395948209189
TA-08527,S-0066,2013-10-01,0,0,Yes,1,27.9624755874318
TA-08528,S-0066,2013-06-01,0,0,Yes,1,28.28241237905
TA-08534,S-0066,2013-08-01,0,0,Yes,1,21.5303550463769
TA-08598,S-0066,2013-06-01,0,0,Yes,1,24.612876482142
TA-08606,S-0066,2013-06-16,0,0,Yes,1,29.3062101122283
TA-08607,S-0066,2013-06-16,0,0,Yes,1,29.2310945176744
TA-08649,S-0066,2013-06-01,0,0,Yes,1,21.7111888851177
TA-08687,S-0066,2013-06-01,0,0,Yes,1,21.4135085659598
TA-08696,S-0066,2013-09-01,0,0,Yes,1,31.3732799919877
TA-08697,S-0066,2013-09-01,0,0,Yes,1,29.6094545495012
TA-08718,S-0066,2013-06-01,0,0,Yes,1,27.7037440950796
TA-08719,S-0066,2013-06-01,0,0,Yes,1,27.7315646856551
TA-08720,S-0066,2013-06-01,0,0,Yes,1,27.664795268274
TA-08724,S-0066,2013-07-28,0,0,Yes,1,28.393694741352
TA-08725,S-0066,2013-07-28,0,0,Yes,1,22.0450359720236
TA-08726,S-0066,2013-07-28,0,0,Yes,1,22.1424080390378
TA-08728,S-0066,2013-07-28,0,0,Yes,1,22.4428704172532
TA-08729,S-0066,2013-07-28,0,0,Yes,1,21.9114971372612
TA-08735,S-0066,2013-07-28,0,0,Yes,1,21.7390094756931
TA-08750,S-0066,2013-03-24,0,0,Yes,1,25.3862889001408
TA-08762,S-0066,2013-06-01,0,0,Yes,1,21.591560345643
TA-08779,S-0066,2013-10-01,0,0,Yes,1,30.5720469834134
TA-08780,S-0066,2013-10-01,0,0,Yes,1,29.208838045214
TA-08782,S-0066,2013-09-01,0,0,Yes,1,24.6796458995232
TA-08821,S-0066,2013-07-28,0,0,Yes,1,27.5117820201087
TA-08823,S-0066,2013-09-01,0,0,Yes,1,25.6338921562627
TA-08824,S-0066,2013-09-01,0,0,Yes,1,29.0864274466818
TA-08825,S-0066,2013-08-01,0,0,Yes,1,29.1253762734875
TA-08826,S-0066,2013-07-01,0,0,Yes,1,29.1671071593508
TA-08828,S-0066,2013-07-01,0,0,Yes,1,28.8555165449052
TA-08841,S-0066,2013-10-01,0,0,Yes,1,25.5671227388815
