tube_assembly_id,diameter,wall,length,num_bends,bend_radius
TA-09816,25.4,1.65,81,2,63.5
TA-09817,25.4,1.65,88,2,63.5
TA-09818,15.88,1.65,82,4,38.1
TA-09819,9.52,0.89,25,3,19.05
TA-09820,15.88,1.65,155,5,38.1
TA-09821,15.88,1.65,146,5,38.1
TA-09822,15.88,1.24,216,5,38.1
TA-09823,19.05,1.65,112,5,50.8
TA-09824,19.05,1.65,127,5,50.8
TA-09825,12.7,0.89,71,4,25.4
TA-09826,12.7,0.89,90,5,38.1
TA-09827,12.7,0.89,23,2,38.1
TA-09828,12.7,0.89,123,2,38.1
TA-09829,12.7,0.89,14,2,38.1
TA-09831,19.05,1.65,53,2,50.8
TA-09832,15.88,1.65,155,5,38.1
TA-09833,15.88,1.65,104,6,38.1
TA-09834,15.88,1.65,157,6,38.1
TA-09835,15.88,1.65,56,2,38.1
TA-09836,15.88,1.65,59,4,38.1
TA-09837,15.88,1.65,149,5,38.1
TA-09838,15.88,1.65,155,6,38.1
TA-09841,15.88,1.65,56,4,38.1
TA-09842,15.88,1.65,58,3,38.1
TA-09845,15.88,1.65,162,5,38.1
TA-09846,15.88,1.65,178,6,38.1
TA-09850,15.88,1.65,140,5,38.1
TA-09851,15.88,1.65,152,4,38.1
TA-09852,15.88,1.65,134,5,38.1
TA-09854,15.88,1.65,108,7,38.1
TA-09855,15.88,1.65,138,7,38.1
TA-09858,15.88,1.65,149,5,38.1
TA-09859,15.88,1.65,155,6,38.1
TA-09862,15.88,1.65,56,3,38.1
TA-09863,15.88,1.65,68,3,38.1
TA-09868,15.88,1.65,110,5,38.1
TA-09869,15.88,1.65,124,4,38.1
TA-09871,15.88,1.65,227,12,38.1
TA-09872,15.88,1.65,82,5,38.1
TA-09877,15.88,1.65,136,4,50.8
TA-09878,15.88,1.65,140,4,50.8
TA-09879,57.15,1.65,84,2,114.3
TA-09880,57.15,1.65,87,2,101.6
TA-09881,127,1.65,143,2,127
TA-09882,25.4,3.05,194,7,63.5
TA-09883,25.4,3.05,186,4,50.8
TA-09884,25.4,3.05,164,7,63.5
TA-09886,25.4,3.05,219,7,63.5
TA-09888,25.4,3.05,202,8,63.5
TA-09889,25.4,3.05,190,4,50.8
TA-09890,19.05,2.11,199,8,38.1
TA-09891,19.05,2.11,260,7,50.8
TA-09892,19.05,2.11,125,6,38.1
TA-09893,19.05,2.11,347,9,50.8
TA-09894,27.2,3.2,85,4,70
TA-09895,12.7,0.89,192,4,38.1
TA-09896,6.35,0.89,16,2,12.7
TA-09897,12.7,1.65,44,4,31.75
TA-09898,12.7,1.65,46,2,38.1
TA-09899,12.7,1.65,118,7,38.1
TA-09901,27.2,3.2,124,2,70
TA-09902,15.88,1.65,179,7,38.1
TA-09904,6.35,0.89,9,2,12.7
TA-09905,12.7,1.24,130,5,25.4
TA-09906,27.2,3.2,127,2,70
TA-09907,6.35,0.89,26,2,19.05
TA-09908,6.35,0.89,109,0,0
TA-09909,12.7,0.89,59,5,38.1
TA-09910,12.7,0.89,57,2,38.1
TA-09911,12.7,1.24,68,4,38.1
TA-09912,12.7,1.24,130,9,25.4
TA-09913,19.05,1.24,106,6,50.8
TA-09914,15.88,2.41,103,6,50.8
TA-09915,19.05,1.24,146,6,50.8
TA-09916,12.7,1.65,103,4,38.1
TA-09918,12.7,1.24,38,2,25.4
TA-09925,12.7,0.89,87,7,25.4
TA-09926,9.52,0.89,28,2,19.05
TA-09927,63.5,1.65,233,5,127
TA-09928,63.5,1.65,183,5,127
TA-09929,9.52,0.89,64,2,127
TA-09930,9.52,1.24,21,2,19.05
TA-09931,9.52,1.24,71,7,19.05
TA-09932,12.7,1.65,89,4,38.1
TA-09933,12.7,1.65,89,4,38.1
TA-09934,12.7,1.65,72,4,38.1
TA-09935,12.7,1.65,72,4,38.1
TA-09939,6.35,0.71,43,3,19.05
TA-09940,6.35,0.71,46,3,19.05
TA-09941,6.35,0.71,46,3,19.05
TA-09942,6.35,0.71,43,3,19.05
TA-09943,9.52,1.65,64,5,19.05
TA-09944,25.4,1.65,24,1,38.1
TA-09947,12.7,1.24,30,3,19.05
TA-09949,88.9,1.65,183,2,101.6
TA-09951,6.35,0.89,47,4,12.7
TA-09955,9.52,1.24,32,3,31.75
TA-09957,15.88,1.65,86,6,38.1
TA-09958,15.88,1.65,84,6,38.1
TA-09959,15.88,1.65,130,6,38.1
TA-09961,15.88,1.65,105,6,38.1
TA-09962,15.88,1.65,133,6,38.1
TA-09964,15.88,1.65,99,6,38.1
TA-09966,15.88,1.65,161,7,38.1
TA-09968,19.05,2.11,160,7,38.1
TA-09970,15.88,1.65,152,6,38.1
TA-09972,15.88,1.65,157,7,38.1
TA-09974,15.88,1.65,147,6,38.1
TA-09975,15.88,1.65,153,7,38.1
TA-09978,9.52,1.24,38,4,19.05
TA-09982,12.7,1.65,201,9,38.1
TA-09983,9.52,0.89,20,2,19.05
TA-09984,6.35,0.89,11,2,12.7
TA-09985,6.35,0.89,22,3,19.05
TA-09986,6.35,0.89,27,3,19.05
TA-09987,6.35,0.89,22,3,12.7
TA-09988,6.35,0.89,29,3,12.7
TA-09992,9.52,0.89,28,2,19.05
TA-09994,50.8,3.05,46,1,152.4
TA-09995,19.05,2.41,46,2,50.8
TA-09996,12.7,1.24,114,3,38.1
TA-09997,12.7,1.24,156,6,38.1
TA-09998,12.7,1.24,87,4,38.1
TA-09999,12.7,1.24,134,4,38.1
TA-10000,12.7,1.24,130,8,38.1
TA-10001,12.7,1.24,154,3,38.1
TA-10002,9.52,0.89,32,2,19.05
TA-10003,12.7,1.24,74,5,25.4
TA-10004,12.7,1.24,63,4,25.4
TA-10005,12.7,1.24,110,5,38.1
TA-10006,12.7,1.24,76,3,38.1
TA-10007,12.7,1.24,82,3,38.1
TA-10008,12.7,1.24,54,3,38.1
TA-10014,12.7,1.65,69,2,38.1
TA-10015,6.35,0.89,15,1,19.05
TA-10016,6.35,0.89,15,1,19.05
TA-10017,6.35,0.89,45,5,12.7
TA-10022,15.88,1.65,203,8,50.8
TA-10026,9.52,1.65,37,3,31.75
TA-10028,19.05,2.11,166,8,25.4
TA-10030,15.88,1.65,170,7,38.1
TA-10031,15.88,1.65,187,7,38.1
TA-10032,19.05,1.65,47,2,38.1
TA-10033,19.05,1.65,44,2,50.8
TA-10034,19.05,1.65,160,4,38.1
TA-10035,19.05,1.65,158,10,38.1
TA-10038,6.35,0.89,13,2,19.05
TA-10039,6.35,0.89,26,4,19.05
TA-10040,34,4,124,4,90
TA-10041,34,4,249,6,90
TA-10042,34,4,249,6,90
TA-10043,27.2,3.2,249,6,70
TA-10044,27.2,3.2,248,6,70
TA-10045,27.2,3.2,178,3,70
TA-10046,34,4,162,3,90
TA-10047,27.2,3.2,168,3,70
TA-10048,6.35,0.89,61,2,19.05
TA-10049,34,4,118,3,90
TA-10050,13.72,3.02,119,3,38.1
TA-10051,13.72,3.02,126,3,38.1
TA-10052,21.7,2.8,204,4,55
TA-10053,21.7,2.8,234,4,55
TA-10054,17.48,2.41,220,4,38.1
TA-10055,17.48,2.41,232,4,38.1
TA-10058,15.88,1.24,50,3,50.8
TA-10059,9.52,1.65,6,1,19.05
TA-10060,9.52,1.65,33,2,19.05
TA-10061,9.52,1.65,18,2,19.05
TA-10062,9.52,1.65,18,2,19.05
TA-10063,9.52,0.89,38,3,31.75
TA-10064,15.88,1.65,82,4,38.1
TA-10065,6.35,0.89,66,5,19.05
TA-10066,12.7,1.65,61,4,38.1
TA-10067,6.35,0.89,94,6,19.05
TA-10078,101.6,1.65,220,4,101.6
TA-10084,27.2,3.2,108,2,70
TA-10086,9.52,1.24,38,3,19.05
TA-10088,6.35,0.89,23,3,12.7
TA-10089,9.52,1.24,73,6,19.05
TA-10090,19.05,1.24,79,4,50.8
TA-10091,19.05,1.24,43,2,50.8
TA-10094,15.88,1.65,163,5,38.1
TA-10095,15.88,1.65,164,7,38.1
TA-10096,15.88,1.65,189,6,38.1
TA-10097,15.88,1.65,176,6,38.1
TA-10098,15.88,1.65,160,7,38.1
TA-10099,15.88,1.65,151,7,38.1
TA-10100,15.88,1.65,204,6,38.1
TA-10101,15.88,1.65,193,6,38.1
TA-10102,15.88,1.65,212,8,38.1
TA-10103,15.88,1.65,123,7,38.1
TA-10104,15.88,1.65,126,8,38.1
TA-10105,15.88,1.65,228,9,38.1
TA-10106,19.05,1.65,64,1,50.8
TA-10107,19.05,1.65,93,5,50.8
TA-10108,31.75,1.65,11,0,0
TA-10109,6.35,0.89,29,3,19.05
TA-10110,22.22,1.65,128,5,38.1
TA-10111,19.05,1.24,129,5,50.8
TA-10112,22.22,1.65,151,7,63.5
TA-10113,19.05,1.65,151,7,50.8
TA-10114,19.05,1.65,26,2,50.8
TA-10115,19.05,1.65,54,3,50.8
TA-10116,6.35,0.89,14,2,19.05
TA-10117,6.35,0.89,15,2,19.05
TA-10118,25.4,1.65,33,0,0
TA-10119,9.52,1.24,29,2,19.05
TA-10120,6.35,0.89,19,3,12.7
TA-10121,6.35,0.89,27,4,12.7
TA-10123,63.5,1.65,49,1,101.6
TA-10124,12.7,0.89,53,3,38.1
TA-10125,12.7,0.89,55,4,38.1
TA-10126,15.88,1.65,122,7,38.1
TA-10127,15.88,1.65,128,7,38.1
TA-10128,9.52,1.65,33,2,19.05
TA-10136,19.05,2.11,205,7,50.8
TA-10137,19.05,2.11,205,7,50.8
TA-10140,6.35,0.89,15,2,19.05
TA-10141,6.35,0.89,15,2,19.05
TA-10142,6.35,0.89,15,2,19.05
TA-10143,6.35,0.89,15,2,19.05
TA-10144,12.7,1.65,232,4,38.1
TA-10147,19.05,1.24,62,4,38.1
TA-10148,6.35,0.89,13,2,12.7
TA-10149,6.35,0.89,10,2,12.7
TA-10151,63.5,1.65,29,0,0
TA-10153,25.4,1.65,43,2,63.5
TA-10156,6.35,0.89,61,8,12.7
TA-10157,6.35,0.89,41,4,12.7
TA-10158,6.35,0.89,17,2,12.7
TA-10159,6.35,0.89,17,2,19.05
TA-10160,6.35,0.89,15,2,19.05
TA-10161,6.35,0.89,16,2,19.05
TA-10164,6.35,0.89,14,2,19.05
TA-10165,6.35,0.89,14,2,19.05
TA-10168,15.88,1.65,97,5,38.1
TA-10169,15.88,1.65,159,7,38.1
TA-10171,15.88,1.65,188,7,38.1
TA-10172,15.88,1.65,209,7,38.1
TA-10176,12.7,1.24,63,5,38.1
TA-10177,25.4,3.05,85,2,63.5
TA-10178,6.35,0.89,16,2,19.05
TA-10179,6.35,0.89,17,2,19.05
TA-10184,12.7,1.65,64,3,25.4
TA-10185,9.52,0.71,14,0,0
TA-10186,12.7,1.24,64,6,25.4
TA-10187,9.52,0.89,51,3,19.05
TA-10188,9.52,0.89,17,2,19.05
TA-10189,9.52,0.89,55,4,19.05
TA-10190,6.35,0.89,17,2,19.05
TA-10191,6.35,0.89,18,2,19.05
TA-10192,63.5,1.65,18,0,0
TA-10193,27.2,3.2,136,5,70
TA-10194,27.2,3.2,94,3,70
TA-10195,10,1.5,216,4,35
TA-10196,10,1.5,221,5,35
TA-10197,10,1.5,98,3,35
TA-10198,10,1.5,93,3,35
TA-10199,10,1.5,98,3,30
TA-10200,10,1.5,93,3,35
TA-10201,12.7,1.24,87,10,25.4
TA-10202,9.52,1.24,112,8,19.05
TA-10203,9.52,1.24,25,2,19.05
TA-10204,12.7,1.24,75,6,25.4
TA-10207,6.35,0.89,27,2,19.05
TA-10208,6.35,0.89,16,2,19.05
TA-10209,6.35,0.89,16,2,19.05
TA-10210,19.05,1.24,64,4,38.1
TA-10214,25,3,98,3,67.5
TA-10215,19.05,2.11,46,3,38.1
TA-10218,9.52,1.24,114,9,19.05
TA-10219,9.52,1.24,68,4,19.05
TA-10220,31.75,3.4,126,2,76.2
TA-10221,31.75,3.4,126,2,76.2
TA-10223,41.28,1.65,23,1,76.2
TA-10225,34.92,1.65,28,0,0
TA-10227,34.92,1.65,43,0,0
TA-10229,9.52,0.89,75,3,19.05
TA-10231,9.52,1.24,53,6,19.05
TA-10232,9.52,1.24,44,4,19.05
TA-10233,9.52,1.24,96,7,19.05
TA-10234,9.52,1.24,36,2,19.05
TA-10235,12.7,1.24,29,3,25.4
TA-10237,9.52,1.24,21,2,19.05
TA-10238,12.7,0.89,68,4,25.4
TA-10239,12.7,0.89,68,4,25.4
TA-10243,12.7,1.65,40,2,25.4
TA-10244,25.4,2.11,80,2,50.8
TA-10245,31.75,1.65,127,4,63.5
TA-10253,114.3,1.65,31,0,0
TA-10254,25.4,1.65,77,4,50.8
TA-10255,25.4,1.65,76,4,50.8
TA-10256,25.4,1.65,79,4,50.8
TA-10257,25.4,1.65,77,4,50.8
TA-10260,76.2,1.65,88,2,152.4
TA-10261,12.7,1.65,28,1,31.75
TA-10262,6.35,0.89,36,5,12.7
TA-10266,6.35,0.89,19,2,12.7
TA-10267,6.35,0.89,14,2,12.7
TA-10268,10,1.5,119,3,254
TA-10269,25.4,1.65,42,2,63.5
TA-10270,101.6,1.65,155,2,152.4
TA-10274,12.7,1.24,63,4,38.1
TA-10275,15.88,1.24,46,3,38.1
TA-10276,15.88,1.65,53,3,31.75
TA-10278,6.35,0.89,31,4,12.7
TA-10279,6.35,0.89,74,9,12.7
TA-10280,6.35,0.89,26,3,12.7
TA-10281,6.35,0.89,53,5,12.7
TA-10284,12.7,0.89,105,3,38.1
TA-10285,6.35,0.89,115,6,19.05
TA-10286,6.35,0.89,56,4,19.05
TA-10287,19.05,1.24,31,2,38.1
TA-10289,25.4,1.65,212,7,50.8
TA-10290,19.05,3.05,114,5,38.1
TA-10291,19.05,3.05,112,5,38.1
TA-10292,19.05,3.05,87,3,38.1
TA-10293,19.05,3.05,118,5,38.1
TA-10294,6.35,0.89,119,5,19.05
TA-10295,6.35,0.89,92,5,19.05
TA-10298,12.7,1.65,81,7,25.4
TA-10299,12.7,1.65,81,7,25.4
TA-10304,6.35,0.89,15,2,19.05
TA-10305,6.35,0.89,16,2,19.05
TA-10306,6.35,0.89,16,2,19.05
TA-10307,6.35,0.89,16,2,19.05
TA-10308,6.35,0.89,15,2,19.05
TA-10309,6.35,0.89,14,2,19.05
TA-10310,19.05,1.65,153,4,50.8
TA-10311,12.7,1.65,159,5,38.1
TA-10312,19.05,1.65,86,2,38.1
TA-10313,12.7,1.65,92,4,38.1
TA-10314,19.05,1.65,20,1,38.1
TA-10315,12.7,1.65,50,4,25.4
TA-10316,12.7,1.65,39,2,38.1
TA-10317,12.7,1.65,54,5,25.4
TA-10318,12.7,1.65,54,5,25.4
TA-10319,9.52,1.65,59,6,19.05
TA-10320,15.88,1.65,58,2,31.75
TA-10322,63.5,1.65,113,2,127
TA-10324,22.22,1.65,83,5,63.5
TA-10326,12.7,2.11,41,4,38.1
TA-10327,12.7,2.11,42,4,38.1
TA-10328,9.52,0.89,35,2,31.75
TA-10329,9.52,0.89,30,2,31.75
TA-10330,6.35,0.71,159,8,19.05
TA-10331,6.35,0.71,137,6,19.05
TA-10332,6.35,0.71,80,3,19.05
TA-10333,6.35,0.71,135,5,19.05
TA-10334,6.35,0.71,135,5,19.05
TA-10337,25.4,1.65,65,2,63.5
TA-10338,9.52,0.89,25,2,19.05
TA-10339,19.05,1.65,28,1,50.8
TA-10340,19.05,1.65,10,0,0
TA-10341,19.05,1.65,16,0,0
TA-10342,9.52,1.65,157,9,31.75
TA-10343,9.52,1.65,158,9,31.75
TA-10344,9.52,1.65,199,10,31.75
TA-10345,9.52,1.65,201,10,31.75
TA-10346,12.7,1.24,135,6,38.1
TA-10347,25.4,1.65,154,0,0
TA-10348,25.4,1.65,100,0,0
TA-10353,9.52,1.24,253,11,19.05
TA-10354,9.52,1.24,250,13,19.05
TA-10357,38.1,1.65,23,1,63.5
TA-10359,12.7,1.65,53,1,127
TA-10364,19.05,1.65,39,2,50.8
TA-10367,6.35,0.89,79,0,0
TA-10368,9.52,0.89,60,5,19.05
TA-10369,9.52,0.89,80,4,19.05
TA-10374,31.75,1.65,156,7,76.2
TA-10375,31.75,1.65,181,7,63.5
TA-10379,15.88,1.65,58,2,50.8
TA-10380,9.52,0.89,40,3,19.05
TA-10383,9.52,0.89,183,6,31.5
TA-10386,63.5,1.65,96,2,101.6
TA-10387,76.2,1.65,101,2,114.3
TA-10388,38.1,3.05,303,2,76.2
TA-10389,9.52,1.65,69,4,31.75
TA-10394,9.52,1.24,108,5,31.75
TA-10395,9.52,1.24,162,5,31.75
TA-10396,25.4,2.41,72,3,63.5
TA-10397,6.35,0.89,32,4,12.7
TA-10401,6.35,0.89,16,2,19.05
TA-10402,6.35,0.89,15,2,19.05
TA-10403,9.52,1.65,137,0,0
TA-10404,38.1,3.4,114,2,76.2
TA-10405,19.05,2.11,190,7,38.1
TA-10406,19.05,2.11,199,4,38.1
TA-10408,25.4,3.05,186,5,50.8
TA-10409,25.4,3.05,171,6,50.8
TA-10410,9.52,0.89,224,7,31.75
TA-10411,25.4,3.05,185,5,50.8
TA-10412,25.4,3.05,216,7,50.8
TA-10415,12.7,1.65,56,2,38.1
TA-10416,12.7,1.65,49,2,38.1
TA-10417,6.35,0.89,18,2,12.7
TA-10418,6.35,0.89,23,2,12.7
TA-10419,6.35,0.89,49,8,12.7
TA-10422,9.52,0.89,37,4,31.75
TA-10423,25.4,3.05,75,2,50.8
TA-10424,25.4,3.05,82,2,50.8
TA-10425,15.88,1.65,48,3,38.1
TA-10426,15.88,1.65,156,7,38.1
TA-10427,6.35,0.71,174,7,19.05
TA-10430,31.75,1.65,129,4,63.5
TA-10431,31.75,1.65,123,5,63.5
TA-10432,38.1,1.65,194,2,63.5
TA-10433,38.1,1.65,120,5,63.5
TA-10437,15.88,1.24,43,3,38.1
TA-10438,25.4,1.65,101,4,63.5
TA-10441,6,2,35,3,15
TA-10442,6,2,34,3,15
TA-10443,6,2,37,4,15
TA-10444,6,2,37,4,15
TA-10445,6,2,32,3,15
TA-10446,6,2,32,3,15
TA-10447,6,2,36,2,15
TA-10448,6,2,36,2,15
TA-10450,9.52,0.89,51,2,31.75
TA-10451,9.52,0.89,115,7,31.75
TA-10458,19.05,2.41,182,11,38.1
TA-10459,19.05,2.41,176,10,38.1
TA-10460,9.52,1.65,18,1,31.75
TA-10461,9.52,1.65,49,4,31.75
TA-10462,9.52,1.65,39,2,31.75
TA-10463,9.52,1.65,23,2,31.75
TA-10464,9.52,1.65,26,2,31.75
TA-10465,101.6,1.65,123,2,101.6
TA-10471,6.35,0.89,12,2,19.05
TA-10472,88.9,1.65,207,1,139.7
TA-10473,88.9,1.65,161,1,127
TA-10474,88.9,1.65,152,1,127
TA-10480,15.88,1.65,182,5,50.8
TA-10481,6.35,0.71,147,0,0
TA-10482,6.35,0.71,155,5,19.05
TA-10483,9.52,0.71,76,4,31.75
TA-10484,6.35,0.89,44,4,19.05
TA-10485,19.05,1.65,83,3,50.8
TA-10488,12.7,0.89,81,2,38.1
TA-10490,19.05,1.65,25,1,50
TA-10492,19.05,2.11,141,4,50.8
TA-10493,9.52,0.89,131,4,19.05
TA-10494,9.52,0.71,151,5,31.75
TA-10495,6.35,0.71,158,5,19.05
TA-10496,9.52,0.89,136,5,31.75
TA-10497,6,2,82,3,15
TA-10498,6,2,82,3,15
TA-10499,6,2,70,2,15
TA-10500,6,2,70,2,15
TA-10501,12.7,2.11,43,4,25.4
TA-10502,12.7,2.11,43,4,25.4
TA-10503,12.7,2.11,41,4,25.4
TA-10504,19.05,2.11,143,4,50.8
TA-10506,19.05,2.11,177,6,50.8
TA-10507,12.7,2.11,42,2,38.1
TA-10508,12.7,2.11,39,2,38.1
TA-10509,6.35,0.89,65,7,12.7
TA-10510,6.35,0.89,65,6,12.7
TA-10511,9.52,1.24,144,9,19.05
TA-10512,9.52,1.24,100,9,19.05
TA-10513,9.52,1.24,82,7,19.05
TA-10514,6.35,0.89,75,8,12.7
TA-10515,6.35,0.89,75,8,12.7
TA-10517,12.7,1.65,77,5,38.1
TA-10518,12.7,1.24,72,2,38.1
TA-10519,25.4,1.65,122,5,50.8
TA-10520,25.4,2.11,140,4,63.5
TA-10521,9.52,0.89,124,7,19.05
TA-10522,9.52,0.89,131,8,19.05
TA-10523,21.7,2.8,65,4,55
TA-10524,21.7,2.8,65,4,55
TA-10526,34,4,256,5,90
TA-10527,34,4,199,4,90
TA-10528,34,4,280,5,90
TA-10529,42.7,4.8,272,5,110
TA-10530,34,4,229,4,90
TA-10531,42.7,4.8,221,4,110
TA-10532,9.52,0.89,79,5,31.75
TA-10533,12.7,0.89,91,5,38.1
TA-10534,12.7,1.65,140,6,38.1
TA-10535,12.7,3.05,27,2,38.1
TA-10536,25.4,1.65,24,1,63.5
TA-10537,25.4,1.65,27,1,63.5
TA-10538,12.7,1.65,38,2,31.75
TA-10539,12.7,1.65,31,2,31.75
TA-10542,6.35,0.89,64,7,12.7
TA-10543,25.4,1.65,114,3,63.5
TA-10546,9.52,0.89,54,1,31.75
TA-10547,9.52,0.89,58,2,31.75
TA-10548,9.52,0.89,67,2,31.75
TA-10551,6,2,80,3,15
TA-10552,6,2,80,3,15
TA-10553,6,2,82,3,15
TA-10554,6,2,82,3,15
TA-10560,10,3.5,60,4,38.1
TA-10561,10,3.5,99,7,38.1
TA-10562,9.52,0.71,66,3,31.75
TA-10563,12.7,0.89,110,2,127
TA-10570,25.4,3.05,198,6,50.8
TA-10571,25.4,3.05,222,5,50.8
TA-10573,25.4,3.05,91,4,50.8
TA-10575,10,3.5,51,5,38.1
TA-10576,10,3.5,73,7,38.1
TA-10580,9.52,1.24,112,5,19.05
TA-10581,9.52,1.24,108,5,19.05
TA-10582,9.52,1.24,38,2,31.75
TA-10583,6.35,0.89,62,6,19.05
TA-10584,15.88,1.65,54,3,50.8
TA-10585,15.88,1.65,179,3,50.8
TA-10586,3.18,0.71,98,5,12.7
TA-10587,3.18,0.71,143,5,12.7
TA-10589,6.35,1.65,76,5,12.7
TA-10590,6.35,0.89,71,5,12.7
TA-10591,6.35,1.65,30,5,12.7
TA-10592,6.35,1.65,59,6,12.7
TA-10593,6.35,1.65,31,2,12.7
TA-10594,9.52,1.24,100,8,19.05
TA-10595,9.52,1.24,56,4,19.05
TA-10601,19.05,1.65,133,4,50.8
TA-10603,15.88,1.65,205,8,38.1
TA-10604,15.88,1.65,177,8,38.1
TA-10606,15.88,1.65,134,7,38.1
TA-10607,15.88,1.65,138,7,38.1
TA-10609,15.88,1.65,104,5,38.1
TA-10610,15.88,1.65,53,2,38.1
TA-10611,15.88,1.65,229,7,38.1
TA-10612,15.88,1.65,180,8,38.1
TA-10614,38.1,1.65,77,3,63.5
TA-10615,38.1,1.65,67,2,63.5
TA-10616,19.05,1.24,80,0,0
TA-10619,25.4,2.11,37,2,50.8
TA-10620,25.4,2.11,39,2,50.8
TA-10621,31.75,1.65,10,0,0
TA-10623,9.52,0.89,47,2,31.75
TA-10625,19.05,1.65,128,6,50.8
TA-10628,12,1.5,21,2,30
TA-10629,12,1.5,150,3,30
TA-10630,12,1.5,150,3,30
TA-10632,12.7,1.65,52,2,38.1
TA-10633,9.52,1.65,170,8,31.75
TA-10634,9.52,1.65,170,8,31.75
TA-10635,9.52,1.65,207,8,31.75
TA-10636,9.52,1.65,207,8,31.75
TA-10638,9.52,1.24,74,3,31.75
TA-10642,9.52,1.24,23,2,31.75
TA-10643,9.52,1.24,39,2,31.75
TA-10645,15.88,1.65,148,6,38.1
TA-10646,15.88,1.65,111,7,38.1
TA-10647,15.88,1.65,155,5,38.1
TA-10648,15.88,1.65,152,5,38.1
TA-10649,15.88,1.65,142,6,38.1
TA-10653,15.88,1.65,69,4,38.1
TA-10654,15.88,1.65,141,6,38.1
TA-10655,15.88,1.65,177,6,38.1
TA-10656,15.88,1.65,96,6,38.1
TA-10658,15.88,1.65,171,7,38.1
TA-10659,15.88,1.65,157,3,38.1
TA-10660,15.88,1.65,165,8,38.1
TA-10661,15.88,1.65,163,8,38.1
TA-10662,15.88,1.65,159,8,38.1
TA-10663,15.88,1.65,47,2,38.1
TA-10664,15.88,1.65,73,4,38.1
TA-10665,15.88,1.65,69,6,38.1
TA-10667,15.88,1.65,162,8,38.1
TA-10669,15.88,1.65,191,6,38.1
TA-10670,15.88,1.65,175,5,38.1
TA-10671,15.88,1.65,180,6,38.1
TA-10673,15.88,1.65,203,6,38.1
TA-10675,15.88,1.65,182,6,38.1
TA-10676,15.88,1.65,95,6,38.1
TA-10677,15.88,1.65,219,6,38.1
TA-10678,15.88,1.65,163,7,38.1
TA-10679,15.88,1.65,182,7,38.1
TA-10680,15.88,1.65,122,9,38.1
TA-10683,15.88,1.65,159,8,38.1
TA-10684,15.88,1.65,159,6,38.1
TA-10687,15.88,1.65,48,3,38.1
TA-10688,12.7,1.24,60,2,38.1
TA-10689,12.7,1.24,42,2,38.1
TA-10690,19.05,1.65,36,2,50.8
TA-10693,9.52,1.65,30,3,19.05
TA-10698,25.4,3.05,51,3,50.8
TA-10699,25.4,3.05,51,3,50.8
TA-10701,25.4,3.05,113,4,50.8
TA-10702,25.4,3.05,145,5,50.8
TA-10703,25.4,3.05,107,4,58.8
TA-10704,12.7,1.65,42,2,38.1
TA-10705,25.4,1.65,21,1,50.8
TA-10706,25.4,1.65,31,2,50.8
TA-10707,25.4,3.05,128,3,63.5
TA-10708,25.4,3.05,125,5,63.5
TA-10710,63.5,1.65,94,2,101.6
TA-10711,63.5,1.65,97,2,101.6
TA-10712,19.05,1.65,53,0,0
TA-10713,19.05,1.65,13,0,0
TA-10716,6.35,0.89,37,4,12.7
TA-10717,6.35,0.89,40,4,12.7
TA-10718,6.35,0.89,36,4,12.7
TA-10719,6.35,0.89,38,5,12.7
TA-10720,12.7,1.65,106,5,25.4
TA-10721,12.7,1.65,116,5,25.4
TA-10722,12.7,1.65,106,5,25.4
TA-10723,12.7,1.65,116,5,25.4
TA-10724,12.7,1.65,34,4,25.4
TA-10725,12.7,1.65,34,2,25.4
TA-10726,12.7,1.65,111,5,25.4
TA-10727,12.7,1.65,111,5,25.4
TA-10728,12.7,1.65,121,5,25.4
TA-10729,12.7,1.65,121,5,25.4
TA-10730,9.52,1.65,18,3,19.05
TA-10731,6.35,0.89,51,5,12.7
TA-10734,25.4,1.65,57,3,50.8
TA-10735,69.85,1.65,15,0,0
TA-10737,9.52,0.71,99,4,127
TA-10738,15.88,1.24,18,0,0
TA-10739,9.52,0.89,36,1,31.75
TA-10742,6.35,0.89,58,7,12.7
TA-10743,6.35,0.89,52,6,12.7
TA-10744,12.7,2.11,54,6,25.4
TA-10745,15.88,1.24,137,3,50.8
TA-10746,15.88,1.24,225,6,50.8
TA-10747,19.05,1.65,59,3,50.8
TA-10748,19.05,2.11,143,6,50.8
TA-10749,9.52,0.89,31,2,19.05
TA-10750,9.52,0.89,35,1,19.05
TA-10751,25.4,1.65,57,2,63.5
TA-10756,19.05,1.65,111,6,38.1
TA-10757,25.4,1.65,54,4,50.8
TA-10759,101.6,1.65,22,0,0
TA-10760,19.05,2.11,157,7,50.8
TA-10761,19.05,2.11,42,2,50.8
TA-10763,15.88,2.41,27,2,50.8
TA-10764,9.52,0.71,49,3,31.75
TA-10765,9.52,0.71,49,3,31.75
TA-10767,9.52,0.71,51,4,31.75
TA-10768,19.05,1.65,101,5,38.1
TA-10769,19.05,1.65,100,5,38.1
TA-10770,19.05,1.65,117,5,38.1
TA-10771,31.75,1.65,83,2,63.5
TA-10772,31.75,1.65,107,2,63.5
TA-10774,12.7,1.24,212,8,38.1
TA-10777,15.88,1.24,131,4,38.1
TA-10778,15.88,1.24,131,4,38.1
TA-10779,9.52,0.71,87,3,38.1
TA-10780,25.4,2.41,72,3,50.8
TA-10781,19.05,1.65,66,3,38.1
TA-10782,25.4,2.41,48,2,50.8
